"cell_type_formatted","marker","neg_log10_p"
"proliferatum basal cell","NUDT8",17.1697475789448
"proliferatum basal cell","RPA1",17.1618514140023
"proliferatum basal cell","THOC3",17.1363068365038
"proliferatum basal cell","PRPS2",17.0828948203659
"proliferatum basal cell","AQP3",17.0707181695404
"proliferatum basal cell","RPL4",17.0525470369976
"proliferatum basal cell","HAUS4",17.0308519937147
"proliferatum basal cell","LINC00958",17.0161465514446
"proliferatum basal cell","H2AFY",16.9982973265823
"proliferatum basal cell","CHCHD3",16.9622477405814
"proliferatum basal cell","ISYNA1",16.9067017685362
"proliferatum basal cell","BARD1",16.8997703084186
"proliferatum basal cell","PPIA",16.8263827530932
"proliferatum basal cell","BEND5",16.7724505251976
"proliferatum basal cell","SERPINB4",16.6895709626085
"proliferatum basal cell","HIST1H1E",16.6875788473246
"proliferatum basal cell","FERMT1",16.5859180977699
"proliferatum basal cell","LOC389831",16.5628841997859
"proliferatum basal cell","OAF",16.533841088086
"proliferatum basal cell","GNB2L1",16.5082651146234
"proliferatum basal cell","PXMP2",16.4941942484635
"proliferatum basal cell","GUSB",16.476696263245
"proliferatum basal cell","ZNF581",16.4704803382575
"proliferatum basal cell","RPS7",16.2295290697232
"proliferatum basal cell","TSKU",16.2118120276638
"proliferatum basal cell","CCT2",16.1573662966517
"proliferatum basal cell","SUN2",16.0932579189281
"proliferatum basal cell","LRRCC1",16.0840405545214
"proliferatum basal cell","CXCL14",16.0794334374198
"proliferatum basal cell","EIF2D",16.0448892763554
"proliferatum basal cell","DLEU1",16.0018549869243
"proliferatum basal cell","TP63",15.987750074748
"proliferatum basal cell","DCK",15.972864996824
"proliferatum basal cell","TEX30",15.891028272419
"proliferatum basal cell","MZT1",15.8907498638538
"proliferatum basal cell","RND3",15.866351022967
"proliferatum basal cell","GOT2",15.857514792556
"proliferatum basal cell","KCTD1",15.8305638232433
"proliferatum basal cell","KRT19",15.7986879345743
"proliferatum basal cell","PAICS",15.7773443376529
"proliferatum basal cell","ADSL",15.723401277726
"proliferatum basal cell","PERP",15.7074295415472
"proliferatum basal cell","EIF3K",15.6651584802766
"proliferatum basal cell","DBF4",15.6626948105858
"proliferatum basal cell","MRPL51",15.5876887125073
"proliferatum basal cell","LRRC75A-AS1",15.4815494944404
"proliferatum basal cell","LINC01133",15.4306589976357
"proliferatum basal cell","SNRPA",15.3923299142219
"proliferatum basal cell","ADGRG1",15.3839929370887
"proliferatum basal cell","SLC25A11",15.3823788669003
"proliferatum basal cell","BTF3",15.3782111899674
"proliferatum basal cell","SHMT2",15.3245852926612
"proliferatum basal cell","MIS18A",15.2900572920055
"proliferatum basal cell","CARS2",15.2796376175474
"proliferatum basal cell","NCAPD3",15.2745099044746
"proliferatum basal cell","SSRP1",15.2268072933333
"proliferatum basal cell","MTG1",15.1788933208422
"proliferatum basal cell","GYPC",15.1341056170387
"proliferatum basal cell","SNRPB",15.0909775231002
"proliferatum basal cell","RPL28",15.0813863834558
"proliferatum basal cell","CDH3",15.067619886066
"proliferatum basal cell","NABP2",15.0436961891071
"proliferatum basal cell","RPLP1",14.9667992454093
"proliferatum basal cell","MGME1",14.9618851745629
"proliferatum basal cell","MSH2",14.9356497163469
"proliferatum basal cell","HN1",14.8818456735169
"proliferatum basal cell","KRT13",14.8760305252752
"proliferatum basal cell","LY6D",14.85547464958
"proliferatum basal cell","ANAPC5",14.8194310057994
"proliferatum basal cell","MRPL37",14.7953188328187
"proliferatum basal cell","RPL15",14.7737422116969
"proliferatum basal cell","SNRNP40",14.7632847025533
"proliferatum basal cell","MDK",14.7416136530211
"proliferatum basal cell","FBL",14.6871252430259
"proliferatum basal cell","RPL10A",14.6754558605944
"proliferatum basal cell","PPP5C",14.5991613894895
"proliferatum basal cell","CCDC34",14.5976196622515
"proliferatum basal cell","CKMT1B",14.5790138675224
"proliferatum basal cell","CDK4",14.5771099232905
"proliferatum basal cell","HNRNPA2B1",14.573081125702
"proliferatum basal cell","HP1BP3",14.5387160865549
"proliferatum basal cell","PRSS23",14.5348251560773
"proliferatum basal cell","FGFBP1",14.5083031553383
"proliferatum basal cell","PRPF38B",14.5015559843344
"proliferatum basal cell","HMGN1",14.4955059085899
"proliferatum basal cell","PARP2",14.4159690988983
"proliferatum basal cell","ATXN10",14.3515769393049
"proliferatum basal cell","LARP6",14.3449455914153
"proliferatum basal cell","TRIM59",14.3216521817874
"proliferatum basal cell","NUDT21",14.3194641926089
"proliferatum basal cell","NAPRT",14.3179003720617
"proliferatum basal cell","AKR1B10",14.2722228947567
"proliferatum basal cell","GOT1",14.2631941229958
"proliferatum basal cell","HCAR2",14.2368804482306
"proliferatum basal cell","ORAI3",14.2210327485952
"proliferatum basal cell","RBBP7",14.1983178956747
"proliferatum basal cell","TFDP1",14.1852392854146
"proliferatum basal cell","BCL2L12",14.1830175670207
"proliferatum basal cell","LAD1",14.1757329754943
"proliferatum basal cell","USP1",14.1215347308185
"proliferatum basal cell","DPYSL3",14.103261018904
"proliferatum basal cell","RUSC1",14.1002650240548
"proliferatum basal cell","IL33",14.0511837809081
"proliferatum basal cell","POLR1E",14.0289985080273
"proliferatum basal cell","DEFB1",14.0055718620433
"proliferatum basal cell","RASSF6",13.971589080792
"proliferatum basal cell","ECT2",13.9381101694544
"proliferatum basal cell","BUD13",13.9377117169105
"proliferatum basal cell","RAD51C",13.9085438493865
"proliferatum basal cell","UACA",13.9037285492173
"proliferatum basal cell","MTFP1",13.9015001942341
"proliferatum basal cell","PPP1CC",13.8618672352582
"proliferatum basal cell","EXOSC8",13.8413960410277
"proliferatum basal cell","ABHD16A",13.8286729880418
"proliferatum basal cell","TUBA4A",13.7638004388277
"proliferatum basal cell","ITGB4",13.7520565600826
"proliferatum basal cell","PRDX2",13.7356920952433
"proliferatum basal cell","NASP",13.7338073472539
"proliferatum basal cell","SNRPA1",13.7316899788661
"proliferatum basal cell","UBA2",13.6725656290608
"proliferatum basal cell","CLNS1A",13.632048884575
"proliferatum basal cell","SLITRK6",13.6122105576559
"proliferatum basal cell","RPS3",13.604054732532
"proliferatum basal cell","HTATSF1",13.6017956605534
"proliferatum basal cell","GPC1",13.5354606817522
"proliferatum basal cell","HINT1",13.5096311511273
"proliferatum basal cell","GSTZ1",13.4876139722173
"proliferatum basal cell","GSTP1",13.4767272196818
"proliferatum basal cell","MZT2A",13.4533392322921
"proliferatum basal cell","FAM213A",13.4470137537445
"proliferatum basal cell","ARL4A",13.4240833395523
"proliferatum basal cell","AKR7A2",13.3991434345821
"proliferatum basal cell","ARL4D",13.393512062948
"proliferatum basal cell","SF3A2",13.3345042543621
"proliferatum basal cell","ACAT2",13.3078179452801
"proliferatum basal cell","RPS19",13.3022793015192
"proliferatum basal cell","SLC1A5",13.2730105382265
"proliferatum basal cell","LIME1",13.2352009152999
"proliferatum basal cell","PFN1",13.2351316509584
"proliferatum basal cell","CRBN",13.1999912808876
"proliferatum basal cell","LSM2",13.1983301929275
"proliferatum basal cell","COX5A",13.1968869292533
"proliferatum basal cell","FIBP",13.1833413174608
"proliferatum basal cell","MMP10",13.1583650884173
"proliferatum basal cell","POP7",13.1505013773005
"proliferatum basal cell","CACYBP",13.1489802711629
"proliferatum basal cell","SNRNP25",13.1259261528077
"proliferatum basal cell","TSHZ2",13.1091356992826
"proliferatum basal cell","DNMT1",13.0577421562815
"proliferatum basal cell","UBE2V2",13.0228918062201
"proliferatum basal cell","RPL13A",13.0115394713806
"proliferatum basal cell","C6orf48",13.0043365143831
"proliferatum basal cell","SLC9A3R1",12.9846720948449
"proliferatum basal cell","PTPRZ1",12.9250196020121
"proliferatum basal cell","ZDHHC12",12.9161587907164
"proliferatum basal cell","IFI16",12.9041734846917
"proliferatum basal cell","IMMT",12.8630266425468
"proliferatum basal cell","RPS4X",12.8473098604599
"proliferatum basal cell","EEF1D",12.8298836304946
"proliferatum basal cell","SMC3",12.8101402446297
"proliferatum basal cell","PDHA1",12.7670253948666
"proliferatum basal cell","SMC1A",12.7235418165762
"proliferatum basal cell","RPS18",12.7081989931558
"proliferatum basal cell","RPL3",12.6503146198586
"proliferatum basal cell","SLBP",12.625306504337
"proliferatum basal cell","EEF2",12.6228717785902
"proliferatum basal cell","COMTD1",12.6188214010215
"proliferatum basal cell","PRRG4",12.5882128747842
"proliferatum basal cell","CCDC90B",12.5837081016156
"proliferatum basal cell","AKR1A1",12.5570589773691
"proliferatum basal cell","TNC",12.5146347999507
"proliferatum basal cell","TRIM29",12.5037951293559
"proliferatum basal cell","APOPT1",12.5026663888372
"proliferatum basal cell","C1orf35",12.5012965801756
"proliferatum basal cell","DGCR6L",12.4665595507546
"proliferatum basal cell","TCF4",12.4628847381263
"proliferatum basal cell","FXYD5",12.4489587613688
"proliferatum basal cell","FN3KRP",12.3944742694583
"proliferatum basal cell","PDHB",12.3731346581546
"proliferatum basal cell","H19",12.3693749264196
"proliferatum basal cell","TIMMDC1",12.3301720937871
"proliferatum basal cell","LMF2",12.3039933226204
"proliferatum basal cell","TRAP1",12.2881767919056
"proliferatum basal cell","RPL29",12.2767141397193
"proliferatum basal cell","TECR",12.2498826748808
"proliferatum basal cell","C3orf14",12.2458480125582
"proliferatum basal cell","UBAC1",12.2150451051488
"proliferatum basal cell","COMMD4",12.1779048159883
"proliferatum basal cell","PRPSAP1",12.1632781437157
"proliferatum basal cell","FKBP5",12.1620112199475
"proliferatum basal cell","RNASEH2B",12.1432445090719
"proliferatum basal cell","GLRX5",12.0797354946461
"proliferatum basal cell","ATP5A1",12.0421925475619
"proliferatum basal cell","TPRKB",11.9716133887641
"proliferatum basal cell","TPGS2",11.970675984029
"proliferatum basal cell","COPS8",11.9657808425172
"proliferatum basal cell","RAB34",11.9356008816998
"proliferatum basal cell","ARFRP1",11.9203405133728
"proliferatum basal cell","RAD21",11.9074139570346
"proliferatum basal cell","RPL7A",11.879239245168
"proliferatum basal cell","CBX3",11.8714888097842
"proliferatum basal cell","LDHB",11.8693223073735
"proliferatum basal cell","ISOC2",11.8659600349432
"proliferatum basal cell","HEXB",11.86079783829
"proliferatum basal cell","ATP5D",11.8434182124439
"proliferatum basal cell","DDIT4",11.8387601710212
"proliferatum basal cell","PTGR1",11.7863106146328
"proliferatum basal cell","PAGR1",11.7743441679999
"proliferatum basal cell","PGAM1",11.7734802748507
"proliferatum basal cell","PSIP1",11.7259601844966
"proliferatum basal cell","PSME2",11.7183528878882
"proliferatum basal cell","PIH1D1",11.6828377580003
"proliferatum basal cell","TCP1",11.6740412934674
"proliferatum basal cell","TMX1",11.6651617073505
"proliferatum basal cell","HRAS",11.6614610737559
"proliferatum basal cell","CHCHD10",11.6201446256756
"proliferatum basal cell","F12",11.6147547233585
"proliferatum basal cell","ADAM15",11.5494166181022
"proliferatum basal cell","ALDH7A1",11.5459193861705
"proliferatum basal cell","FAM3B",11.5135233638636
"proliferatum basal cell","FAM111A",11.4698752632898
"proliferatum basal cell","MAD2L2",11.4528503265151
"proliferatum basal cell","VDAC3",11.4437725398723
"proliferatum basal cell","HADH",11.4241202589714
"proliferatum basal cell","HEY1",11.4124181522621
"proliferatum basal cell","RCC2",11.4057945006829
"proliferatum basal cell","RPL8",11.4024059854923
"proliferatum basal cell","ADH1C",11.4023861365039
"proliferatum basal cell","RPS16",11.3957588724369
"proliferatum basal cell","ECI1",11.3791320808593
"proliferatum basal cell","SULT2B1",11.3762852673756
"proliferatum basal cell","RPL18",11.3378502534737
"proliferatum basal cell","RPS15",11.2969383164398
"proliferatum basal cell","SDHA",11.2948767954203
"proliferatum basal cell","TSR3",11.2931864642268
"proliferatum basal cell","IGFBP3",11.2817985962535
"proliferatum basal cell","COX4I1",11.2722943957964
"proliferatum basal cell","SIVA1",11.2477716605024
"proliferatum basal cell","SUMO3",11.2402306331461
"proliferatum basal cell","CLDN10",11.2139139825837
"proliferatum basal cell","CLPTM1",11.1982861335329
"proliferatum basal cell","CAPN1",11.1952516639246
"proliferatum basal cell","SDHAF3",11.1950577960962
"proliferatum basal cell","DKC1",11.1676801657784
"proliferatum basal cell","HDAC1",11.1532144932157
"proliferatum basal cell","IGFBP4",11.139429146792
"proliferatum basal cell","ETHE1",11.1180216089413
"proliferatum basal cell","MDH2",11.1069195852028
"proliferatum basal cell","TSPO",11.1067697265084
"proliferatum basal cell","C14orf166",11.1057125316295
"proliferatum basal cell","NUDT22",11.1040689831602
"proliferatum basal cell","CDK16",11.102324954701
"proliferatum basal cell","TMEM54",11.0976708321531
"proliferatum basal cell","ITGB1BP1",11.0421671304081
"proliferatum basal cell","RPS3A",11.0406650959867
"proliferatum basal cell","SLC25A3",11.0063313564938
"proliferatum basal cell","LMO4",10.9984619781264
"proliferatum basal cell","RPL7",10.9807762914519
"proliferatum basal cell","BUB3",10.9568700505855
"proliferatum basal cell","AVPI1",10.9408426861245
"proliferatum basal cell","NT5C",10.9367110696527
"proliferatum basal cell","GNAI1",10.8849000717587
"proliferatum basal cell","PHF20L1",10.8700921390188
"proliferatum basal cell","DCTN2",10.8384657449799
"proliferatum basal cell","HNRNPAB",10.8281845917513
"proliferatum basal cell","IP6K2",10.7907220004314
"proliferatum basal cell","PSMA2",10.7680680992464
"proliferatum basal cell","RPL18A",10.7515346486052
"proliferatum basal cell","PSMB9",10.6998207633553
"proliferatum basal cell","EIF4EBP1",10.6554243361146
"proliferatum basal cell","SUMO2",10.6414839343134
"proliferatum basal cell","NONO",10.6136482838819
"proliferatum basal cell","NME1",10.6075446515072
"proliferatum basal cell","AP2M1",10.60175452512
"proliferatum basal cell","GLTP",10.5934384145728
"proliferatum basal cell","DSP",10.5873470760273
"proliferatum basal cell","RHOC",10.5696957816146
"proliferatum basal cell","PA2G4",10.5596574542498
"proliferatum basal cell","APEX1",10.483850531568
"proliferatum basal cell","GRHPR",10.4629776360908
"proliferatum basal cell","HIGD2A",10.4365664816421
"proliferatum basal cell","CCT5",10.4270770340082
"proliferatum basal cell","ENO1",10.4060276593175
"proliferatum basal cell","ETFA",10.4038079850699
"proliferatum basal cell","SMARCC1",10.3736780094205
"proliferatum basal cell","HSPB1",10.3726002663822
"proliferatum basal cell","NOP56",10.3639920969526
