tissue,simuround,subset,marker,manual_annotation,manual_CLname,manual_CLID,RAG_cell_type
Lung,2,0.75,"DES,PDGFRB,MCAM,MYO1B,ANPEP,PDGFRB",Pericyte,pericyte,CL:0000669,pericyte
Lung,2,0.75,"PALLD,ACTN1,MYL9,TAGLN,VCL,MYOCD,CNN1,ACTA2,GUCY1B3,SMTN",Smooth Muscle,smooth muscle cell,CL:0000192,smooth muscle cell
Lung,2,0.75,"CD69,NKG7,IL7R,TRAC,PTPRC,CD247,CD96,CD3E,THEMIS",T cell,T cell,CL:0000084,T cell
Lung,2,0.75,"CD300LG,LDB2,PTPRB,BACE2,VWF,NOSTRIN,EPHB4",Vascular Endothelial,endothelial cell of vascular tree,CL:0002139,endothelial cell
Lung,2,0.75,"SFTPD,PGC,MUC1,SFTPA2,NAPSA,SLC34A2,HOPX",type ii pneumocyte,type II pneumocyte,CL:0002063,alveolar type II cell
Lung,2,0.75,"MMP25,CXCR2,S100A12,MGAM,FCGR3B,MTND5P32,PROK2",neutrophil,neutrophil,CL:0000775,nonclassical monocyte
Lung,2,0.75,"CD3D,CXCR4,IL32,TRBC2,IL7R,CD3G,TRAC","cd4-positive, alpha-beta t cell","CD4-positive, alpha-beta T cell",CL:0000624,cd4+ t cell
Lung,2,0.75,"NKG7,CD3D,GZMA,CCL5,CD3E,CCL4,IL32","cd8-positive, alpha-beta t cell","CD8-positive, alpha-beta T cell",CL:0000625,cytotoxic T cell
Lung,2,0.75,"FGFBP2,GZMB,GNLY,PRF1,KLRB1,GZMA,KLRF1",nk cell,natural killer cell,CL:0000623,cytotoxic t cell
Lung,2,0.75,"PLVAP,EXOC3L2,RBP5,CYTL1,SELE,ZNF385D,ADAMTS4",bronchial vessel endothelial cell,,,cell_type_name not found
Lung,2,0.75,"ACTG2,MYH11,CCN5,DES,ADRA2C,HSPB6,JPH2",smooth muscle cell,smooth muscle cell,CL:0000192,smooth muscle cell
Lung,2,0.75,"MGP,SERPINF1,MFAP5,IGFBP6,MFAP4,DCN,FBLN1",adventitial cell,adventitial cell,CL:0002503,myofibroblast cell
Lung,2,0.75,"ACP5,MS4A7,VSIG4,APOE,APOC1,FABP4,MRC1",macrophage,macrophage,CL:0000235,macrophage
Lung,2,0.75,"CPA3,CD69,GATA2,HPGDS,VWA5A,RHEX,KIT",basophil,basophil,CL:0000767,mast cell
Lung,2,0.75,"COTL1,S100A9,S100A12,CD300E,FCN1,VCAN,VSIR",classical monocyte,classical monocyte,CL:0000860,monocyte
Lung,2,0.75,"MMRN2,CXCL12,SOX17,NOS1,SERPINE2,GJA5,SSTR1",endothelial cell of artery,endothelial cell of artery,CL:1000413,endothelial cell of artery
Lung,2,0.75,"CAPS,TSPAN1,PIFO,TPPP3,RSPH1,C1orf194,C11orf88",lung ciliated cell,lung ciliated cell,CL:1000271,ciliated epithelial cell
Lung,2,0.75,"CD1C,CLEC5A,S100B,PKIB,CST7,FCGR2B,CLEC10A",dendritic cell,dendritic cell,CL:0000451,nonclassical monocyte
Lung,2,0.75,"CP,BPIFB1,MSMB,SCGB3A1,SCGB1A1,LCN2,TFF3",respiratory goblet cell,respiratory goblet cell,CL:0002370,club cell
Lung,2,0.75,"PERP,ALDH3A1,KRT17,KRT5,S100A2,KRT19,IGFBP2",basal cell,basal cell,CL:0000646,basal cell
Lung,2,0.75,"IGHA2,IGHG3,MZB1,SPAG4,TNFRSF17,CD79A,DERL3",plasma cell,plasma cell,CL:0000786,plasma cell
Lung,2,0.75,"PAX5,TNFRSF13C,CD79A,BLK,TNFRSF13B,LINC01781,IGHM",b cell,B cell,CL:0000236,B cell
Lung,2,0.75,"TCN1,PRR4,C6orf58,PRB1,LPO,PRB3,LINC01829",serous cell of epithelium of bronchus,serous cell of epithelium of bronchus,CL:1000331,serous cell
Lung,2,0.75,"FGL2,CD163,MS4A6A,HCLS1,CSF1R,LST1,MAFB",non-classical monocyte,non-classical monocyte,CL:0000875,macrophage
Lung,2,0.75,"SLC6A4,LRRC32,RAMP2,VWF,MT1M,FAM107A,FCN3",capillary endothelial cell,capillary endothelial cell,CL:0002144,endothelial cell
Lung,2,0.75,"CLDN5,GNG11,IL1RL1,HPGD,EMCN,TIMP3,RAMP2",capillary aerocyte,,,capillary endothelial cell
Lung,2,0.75,"PKDCC,ITLN2,NCKAP5,SCEL,UPK3B,MYRF,ST6GALNAC5",type i pneumocyte,type I pneumocyte,CL:0002062,Club Cells
Lung,2,0.75,"CLU,ACKR1,PRSS23,LIFR,C7,VWF,RAMP3",vein endothelial cell,vein endothelial cell,CL:0002543,endothelial cell
Lung,2,0.75,"C7,ADH1B,FBLN1,LUM,DCN,MFAP4,C1S",alveolar fibroblast,,,fibroblast
Lung,2,0.75,"STAB2,RELN,CCL21,SEMA3D,PROX1,GPR182,MMRN1",endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,CL:0002138,lymphatic endothelial cell
Lung,2,0.75,"DES,PLAC9,CRYAB,ACTG2,PLN,CNN1,LMOD1",bronchial smooth muscle cell,bronchial smooth muscle cell,CL:0002598,smooth muscle cell
Lung,2,0.75,"AL139020.1,SPIB,LILRA4,LAMP5,AL357143.1,SCT,FAM129C",plasmacytoid dendritic cell,plasmacytoid dendritic cell,CL:0000784,goblet cell
Lung,2,0.75,"CEACAM6,SCGB3A2,PIGR,GPRC5A,CYP2B7P,WFDC2,NEDD4L",club cell,club cell,CL:0000158,club_cell
Lung,2,0.75,"C7,CLDN5,SPARCL1,LIFR,VWF,IGFBP7,ACKR1",lung microvascular endothelial cell,lung microvascular endothelial cell,CL:2000016,endothelial cell
Lung,2,0.75,"PPP1R14A,CCN5,MYH11,BGN,LMOD1,COX4I2,GJA4",vascular associated smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,vascular smooth muscle cell
Lung,2,0.75,"SYT4,LRRC38,MKRN9P,RSPO1,PLPPR4,FABP7,LINC01902",myofibroblast cell,myofibroblast cell,CL:0000186,pulmonary alveolar type 2 cell
Lung,2,0.75,"RGN,INMT,PDGFRB,HIGD1B,KCNK3,PPP1R14A,BGN",pericyte cell,pericyte,CL:0000669,endothelial cell of artery
Lung,2,0.75,"ROR2,BNC1,PRG4,ITLN1,HAS1,VIPR2,CPB1",mesothelial cell,mesothelial cell,CL:0000077,mucous cell
Lung,2,0.75,"TARID,ABCA6,SCN7A,AC009269.2,CARMN,AL135910.1,BMP5",fibroblast,fibroblast,CL:0000057,pulmonary alveolar type 2 cell
Lung,2,0.75,"FGL2,RNASE2,VCAN,CD300E,LILRA1,MPEG1,LILRB2",intermediate monocyte,intermediate monocyte,CL:0002393,macrophage
Lung,2,0.75,"PROX1,CEL,TMPRSS11E,ATP6V1G3,ASCL3,HEPACAM2,LINC01187",pulmonary ionocyte,pulmonary ionocyte,CL:0017000,goblet cell
Lung,2,1.0,"EMP2,ARHGEF26,RTKN2,LMO7,SCEL,AGER,GPRC5A,DST,SPOCK2,LAMA3",Alveolar Epithelial Type 1,type I pneumocyte,CL:0002062,alveolar type 1 cell
Lung,2,1.0,"MS4A1,CD22,LINC00926,CD79B,SP140,BLK,VPREB3,CD79A,BANK1,ADAM28",B,B cell,CL:0000236,B cell
Lung,2,1.0,"FHL2,ITGA2,S100A2,KRT5,KRT15,KRT17,PERP,DST,KRT19,CLDN1",Basal,basal cell,CL:0000646,basal epithelial cell
Lung,2,1.0,"S100A12,S100A8,METTL9,CD99,CD300E,VCAN,FCN1,S100A9,CSF3R,CTSS",CD14+ Monocyte,CD14-positive monocyte,CL:0001054,neutrophil
Lung,2,1.0,"LEF1,MALAT1,CAMK4,CD6,IL7R,BCL11B,CD2,MAL,ITK,TRAT1",CD4 T,"CD4-positive, alpha-beta T cell",CL:0000624,T-cell
Lung,2,1.0,"FAM92B,ZMYND10,RSPH1,CAPS,CDHR3,C20orf85,DNAH6,SNTN,FANK1,CCDC170",Ciliated,ciliated cell,CL:0000064,no specific lung cell type identified with provided markers
Lung,2,1.0,"HLA-DQA1,CLEC10A,GPR183,HLA-DPB1,FCGR2B,CSF2RA,HLA-DMB,FPR3,MS4A6A,RGS1",Dendritic,dendritic cell,CL:0000451,nonclassical monocyte
Lung,2,1.0,"DCN,SLIT2,CFD,LUM,FBLN1,C1S,ABLIM1,C1R,C3,ADH1B",Fibroblast,fibroblast,CL:0000057,fibroblast
Lung,2,1.0,"PROX1,TIMP3,PPFIBP1,TBX1,TFF3,TFPI,PKHD1L1,CCL21,MMRN1,IGFBP7",Lymphatic,,,pulmonary alveolar type 2 cell
Lung,2,1.0,"ACP5,VSIG4,GPD1,C1QB,APOC1,ITGAX,SLCO2B1,MARCO,C1QA,OLR1",Macrophage,macrophage,CL:0000235,macrophage
Lung,2,1.0,"SPON2,PRF1,GZMB,NKG7,FCGR3A,KLRD1,KLRF1,CD247,PYHIN1,GNLY",Natural Killer,natural killer cell,CL:0000623,natural killer cell
Lung,2,1.0,"XBP1,HSP90B1,DERL3,MANF,PRDX4,TNFRSF17,MZB1,SSR4,SEC11C,POU2AF1",Plasma,plasma cell,CL:0000786,plasma cell
Lung,2,1.0,"SFTPD,NAPSA,LPCAT1,LAMP3,SFTPB,SFTPA1,SLC34A2,ABCA3,SFTPA2,SFTPC",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,alveolar type II cell
Lung,2,1.0,"VWA5A,TPSAB1,CPA3,KIT,GATA2,CD44,GRAP2,MS4A2,HDC,HPGDS",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",mast cell
Lung,2,1.0,"FCGR3A,LILRB2,IFITM2,AIF1,SAT1,LST1,FCN1,RHOC,COTL1,RPS19",CD16+ Monocyte,,,nonclassical monocyte
Lung,2,1.0,"CDC42EP1,EPAS1,CDH5,PODXL,RAMP3,CD81,FCN3,NOSTRIN,BTNL9,FLNB",Capillary,,,endothelial cell
Lung,2,1.0,"NKG7,CD3G,GZMH,CD8B,CD8A,GZMA,RPL34,CCL5,CD3D,RPS27",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,cytotoxic T cell
Lung,2,1.0,"KIAA1324,DSTN,WFDC2,CTSE,SFTPB,CEACAM6,C16orf89,PIGR,SCGB3A2,CYB5A",Club,club cell,CL:0000158,pulmonary alveolar type 2 cell
Lung,2,1.0,"BGN,COL1A2,COL1A1,LTBP1,POSTN,COL3A1,COL6A3,ITGBL1,ASPN,CALD1",Myofibroblast,myofibroblast cell,CL:0000186,fibroblast
Lung,2,1.0,"IRF4,NPC2,IRF7,GZMB,SEC61B,IL3RA,TYROBP,PPP1R14B,PLD4,PTPRE",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,natural killer t cell
Lung,2,1.0,"STMN1,ANLN,TPX2,BIRC5,CDK1,KPNA2,UBE2C,H2AFZ,TYMS,NUSAP1",Proliferating Macrophage,,,proliferating cell
Lung,2,1.0,"KIF2C,SMC4,UBE2C,CENPF,TOP2A,BIRC5,AURKB,NUSAP1,H2AFV,HMGB2",Proliferating NK/T,,,proliferating cell
Lung,2,1.0,"PLVAP,INHBB,VWF,SPARCL1,COL15A1,EMCN,ZNF385D,SPRY1,ENPP2,POSTN",Bronchial Vessel,,,endothelial_cell
Lung,2,1.0,"BPIFB1,SCGB1A1,SCGB3A1,SLPI,MUC5B,MSMB,WFDC2,LCN2,RARRES1,SAA1",Mucous,,,goblet cell
Lung,2,1.0,"PRSS23,SLCO2A1,SRPX,PTPRB,LIFR,TGM2,SELP,VWF,CPE,PLA1A",Vein,,,neuroendocrine cell
Lung,2,1.0,"LAMB1,LAMC3,COL4A1,COL4A2,CALD1,PDGFRB,COX4I2,TACC1,NID1,CHN1",Pericyte,pericyte,CL:0000669,pericyte
Lung,2,1.0,"PLN,ACTA2,DSTN,MYH11,TPM2,CALD1,CSRP1,DES,CNN1,MYL9",Smooth Muscle,smooth muscle cell,CL:0000192,smooth muscle cell
Lung,2,1.0,"SEMA3G,PTPRB,DKK2,EFNB2,BMX,ARGLU1,GJA5,FBLN5,HEY1,EPAS1",Artery,,,endothelial cell of artery
Lung,2,1.0,"EMCN,TBX2,SOSTDC1,ESAM,CYP3A5,STXBP6,CLDN5,HPGD,APP,EDNRB",Capillary Aerocyte,,,endothelial cell
Lung,2,1.0,"PECAM1,GALNT18,VAT1,SH3BP5,IPO7,WWTR1,EPAS1,SRSF11,RALA,ACVRL1",Capillary Intermediate,,,endothelial cell
Lung,2,1.0,"FGF7,STEAP1,WT1,C7,C3,HAS1,OSR1,MEDAG,CPXM1,CCDC71L",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,pulmonary alveolar type 2 cell
Lung,2,1.0,"DMKN,C3,DSC3,WT1,ALDH1A3,MGARP,ITLN1,GALNT9,PRG4,SLPI",Mesothelial,mesothelial cell,CL:0000077,Club_Cell
Lung,2,1.0,"CMTM5,ACRBP,ITGA2B,TUBB1,PF4,GRAP2,TMEM40,CABP5,GP6,GP9",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556",not identifiable
Lung,2,1.0,"S100A6,CD2,CTSW,GNLY,CEBPB,CXCR4,LGALS1,CD7,ZFP36L2,CCL5",Natural Killer T,,,mixture of immune cell types
Lung,2,1.0,"CNN1,CLU,CST5,MET,RAMP1,FAM150A,HSPB3,IGF1,SCX,CSRP1",Fibromyocyte,,,cell mixture
Lung,2,1.0,"GABRP,S100P,CLIC1,WFDC2,AGR2,COX5A,FAM3D,CXCL17,PSCA,TXN",Goblet,goblet cell,CL:0000160,goblet cell
Lung,2,1.0,"TFF3,TMPRSS11E,PHGR1,STAC2,HEPACAM2,ATP6V1B1,FOXI1,BSND,ASCL3,MFSD6L",Ionocyte,ionocyte,CL:0005006,goblet cell
Lung,2,1.0,"CPE,SEC11C,PCSK1N,SCGN,NENF,FAM46A,CHGA,EGR1,PRDX2,BEX1",Neuroendocrine,neuroendocrine cell,CL:0000165,neuroendocrine cell
Lung,2,1.0,"TESC,LYZ,PRH2,PRB4,ZG16B,PHB,LPO,TCN1,PRR4,PRB3",Serous,serous secreting cell,CL:0000313,serous cell
Lung,2,1.0,"LAPTM5,C1QC,C1QA,CTSZ,LYZ,CTSL,HLA-DRB1,FCER1G,C1QB,AIF1",Macrophages,macrophage,CL:0000235,macrophage
Lung,2,1.0,"GZMB,PRF1,CST7,CCL5,CTSW,CD7,GZMA,NKG7,GNLY,CCL4",Innate lymphoid cell NK,natural killer cell,CL:0000623,cytotoxic t cell
Lung,2,1.0,"MUC1,SLC34A2,SFTA3,SLC39A8,S100A14,NAPSA,PEBP4,SFTPD,SFTA2,CYB5A",AT2,type II pneumocyte,CL:0002063,alveolar epithelial cell
Lung,2,1.0,"RAMP2,MGP,IGFBP7,GNG11,ACKR1,SPARCL1,RAMP3,PECAM1,CLEC14A,VWF",EC venous,vein endothelial cell,CL:0002543,endothelial cell
Lung,2,1.0,"IL32,CORO1A,CCL5,TRBC2,CD2,CD69,TRAC,CD3D,CD3E,CXCR4",T cell lineage,T cell,CL:0000084,cd8+ mem/eff t cell
Lung,2,1.0,"IFI27,SPARCL1,CRIP2,CLEC14A,GIMAP7,CLDN5,A2M,TM4SF1,PECAM1,SOX17",EC arterial,endothelial cell of artery,CL:1000413,vascular endothelial cell
Lung,2,1.0,"MGP,BGN,COL1A2,COL6A1,IGFBP7,C1S,LUM,SPARC,CALD1,DCN",Fibroblasts,fibroblast,CL:0000057,fibroblast
Lung,2,1.0,"KRT7,ADIRF,HOPX,CEACAM6,TSPAN13,SFTA2,FXYD3,AGER,CAV1,EMP2",AT1,type I pneumocyte,CL:0002062,pulmonary alveolar type 1 cell
Lung,2,1.0,"C11orf97,C12orf75,CD24,RP11-356K23.1,TMEM231,C5orf49,SNTN,GSTA1,FAM229B,RP11-295M3.4",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,mixture of cell types
Lung,2,1.0,"LTB,IGKC,CD37,TSC22D3,CORO1A,CD79A,IGHA1,ISG20,MS4A1,IGLC2",B cell lineage,B cell,CL:0000236,B cell
Lung,2,1.0,"CP,CEACAM6,MUC1,WFDC2,BPIFB1,TACSTD2,KRT19,CXCL17,PIGR,KRT7",Secretory,secretory cell,CL:0000151,pulmonary alveolar type 2 cell
Lung,2,1.0,"AIF1,FCN1,S100A8,S100A12,CD14,COTL1,VCAN,FCER1G,S100A9,LST1",Monocytes,monocyte,CL:0000576,mixture of monocyte-like cells and natural killer t cells
Lung,2,1.0,"SEC11C,TCN1,PIP,PIGR,CCL28,ZG16B,SELM,MARCKSL1,AZGP1,LTF",Submucosal Secretory,,,club cell
Lung,2,1.0,"CLDN5,TM4SF1,AQP1,PECAM1,EGFL7,HYAL2,IFI27,CLEC14A,CDH5,SPARCL1",EC capillary,capillary endothelial cell,CL:0002144,endothelial cell
Lung,2,1.0,"CLDN5,ECSCR,GNG11,PPFIBP1,MMRN1,CCL21,IGFBP7,TM4SF1,SDPR,RAMP2",Lymphatic EC mature,,,endothelial cell
Lung,2,1.0,"TFF3,TFPI,IGFBP7,AKAP12,TIMP3,CCL21,TCF4,CLDN5,GNG11,SDPR",Lymphatic EC differentiating,,,endothelial cell
Lung,2,1.0,"HLA-DQB1,GPR183,HLA-DPB1,HLA-DPA1,MS4A6A,HLA-DQA1,ITGB2,HLA-DMA,CORO1A,HLA-DRB1",Dendritic cells,dendritic cell,CL:0000451,dendritic_cell
Lung,2,1.0,"PRELP,TAGLN,TPM2,CTGF,MT1X,GPX3,CALD1,CYR61,SPARCL1,IGFBP5",Myofibroblasts,myofibroblast cell,CL:0000186,myofibroblast
Lung,2,1.0,"VWA5A,MS4A2,CPA3,RGS13,KIT,C1orf186,TPSB2,GATA2,TPSAB1,HPGDS",Mast cells,mast cell,CL:0000097,mast cell
Lung,2,1.0,"ACTG2,NEXN,IGFBP7,PPP1R14A,FLNA,LMOD1,PLN,TPM2,DES,SELM",Fibromyocytes,,,smooth muscle cell
Lung,2,1.0,"TUBB,ECSCR,ARPC1A,COX20,LSM2,EID1,MARCKS,HMGN2,S100A16,HMGN1",Lymphatic EC proliferating,,,Cannot be determined - potential mixture of cell types
Lung,2,1.0,"PPFIBP1,LDB2,MMRN1,ST6GALNAC3,TSHZ2,KALRN,SEMA3A,FBXL7,PKHD1L1,CD36",Endothelial cell (lymphatic),endothelial cell of lymphatic vessel,CL:0002138,Endothelial Cells
Lung,2,1.0,"LIMCH1,LAMA3,NTM,NCKAP5,LMO7,RBMS3,EMP2,KHDRBS2,RAB11FIP1,ST6GALNAC5",Epithelial cell (alveolar type I),type I pneumocyte,CL:0002062,Alveolar Epithelial Cells
Lung,2,1.0,"PDE4D,LRRK2,AUTS2,ERBB4,ABCA3,ZNF385B,SFTPC,MACROD2,ANK3,SFTPB",Epithelial cell (alveolar type II),type II pneumocyte,CL:0002063,pulmonary alveolar type 2 cell
Lung,2,1.0,"FAF1,TP63,XPR1,CACHD1,KRT17,SSBP2,MACROD2,EYA2,GLIS3,RBMS3",Epithelial cell (basal),basal cell,CL:0000646,basal cell
Lung,2,1.0,"CDHR3,HYDIN,CFAP54,C4orf22,STK33,AGBL4,DNAH12,TMEM232,DNAH7,LRRIQ1",Epithelial cell (ciliated),ciliated epithelial cell,CL:0000067,ciliated epithelial cell
Lung,2,1.0,"KIAA1217,NEDD4L,KIAA1324,SFTPB,MACROD2,MECOM,SCGB3A2,CDK14,BMPR1B,ERBB4",Epithelial cell (club),club cell,CL:0000158,pulmonary alveolar type 2 cell
Lung,2,1.0,"CREB3L2,DENND5B,PLCG2,RALGPS2,ARHGAP15,MEF2C,FCHSD2,FBXW7,PDK1,ST6GAL1",Immune (B cell),B cell,CL:0000236,b cell
Lung,2,1.0,"PRKCH,CD247,ARHGAP15,B2M,PARP8,AOAH,KLRD1,FYN,SKAP1,PIP4K2A",Immune (NK cell),natural killer cell,CL:0000623,nonclassical monocyte
Lung,2,1.0,"SKAP1,BCL2,PARP8,FYN,THEMIS,PTPRC,ITK,ARHGAP15,SYTL3,FKBP5",Immune (T cell),T cell,CL:0000084,T cell
Lung,2,1.0,"PPARG,RNF149,PLXDC2,SLC11A1,DOCK8,FMNL2,GPCPD1,MSR1,TFRC,ZEB2",Immune (alveolar macrophage),alveolar macrophage,CL:0000583,lipofibroblast
Lung,2,1.0,"SRGN,KIT,TPSAB1,SAMSN1,SYTL3,ARHGAP15,FER,TPSB2,SLC24A3,IL18R1",Immune (mast cell),mast cell,CL:0000097,mast cell
Lung,2,1.0,"INPP4B,DMD,EBF1,CALD1,CACNA1C,LPP,ACTA2,PRKG1,MYH11,TPM1",Pericyte/SMC,"pericyte,smooth muscle cell","CL:0000669,CL:0000192",smooth muscle cell
Lung,2,1.0,"PTPRB,PECAM1,ST6GALNAC3,EPAS1,PTPRM,TCF4,LDB2,EGFL7,TIMP3,CALCRL",Endothelial cell (vascular),endothelial cell of vascular tree,CL:0002139,endothelial cell
Lung,2,1.0,"ROBO2,RORA,LAMA2,ARHGAP6,LSAMP,PLXDC2,PRKG1,PLEKHH2,RBMS3,SLIT2",Fibroblast,fibroblast,CL:0000057,stromal cell
Lung,2,1.0,"PIK3R5,SRGN,CD74,CTSB,TBXAS1,CHST11,ZEB2,FKBP5,PLXDC2,SLC8A1",Immune (DC/macrophage),"dendritic cell,macrophage","CL:0000451,CL:0000235",eosinophil
Lung,2,1.0,"PLIN1,EBF1,G0S2,ACSL1,FOXO1,ADIPOQ,PPARG,GHR,LPIN1,PLIN2",Adipocyte,fat cell,CL:0000136,adipocyte
Lung,2,1.0,"CAV1,AGER,HOPX,PDPN,EMP2",Alveolar Type I,type I pneumocyte,CL:0002062,alveolar type I epithelial cell
Lung,2,1.0,"SFTPC,SFTPB,SLC34A2,NKX2-1,LAMP3",Alveolar Type II,type II pneumocyte,CL:0002063,pulmonary alveolar type 2 cell
Lung,2,1.0,"CR2,FAS,CD1c,CD24,CXCR3",B cell_memory,memory B cell,CL:0000787,myeloid dendritic cell
Lung,2,1.0,"DNAH5,DNAI2,DNAI1,CDHR3,FAM92B,HYDIN,FOXJ1,TUBA1A",Ciliated Epithelial,ciliated epithelial cell,CL:0000067,ciliated epithelial cell
Lung,2,1.0,"SCGB1A1,SCGB3A1,CYP2F2,MUC5B,BPIFA1,SCGB3A2,SLPI",Club Epithelial,club cell,CL:0000158,club cell
Lung,2,1.0,"DDR2,IL6,COL1A2,DCN,COL5A2,HGF,CCN2,COL6A6,SLIT2,IL33,COL1A1,COL6A1,IGFBP3,COL18A1,NEGR1,FBLN1,FBN1,FN1,IGFBP5,COL4A1,COL3A1,COL6A2,COL6A3,COL5A1,VIM",Fibroblast,fibroblast,CL:0000057,fibroblast
Lung,2,1.0,"MMRN1,PROX1,FLT4,CCL21,LYVE1,RELN",Lymphatic Endothelial,endothelial cell of lymphatic vessel,CL:0002138,lymphatic endothelial cell
Lung,2,1.0,"CD74,LYVE1,MSR1,MS4A6A,MS4A6A,CPM,LYZ,MR1,C1QA,PTPRC,CSF1R,MS4A4A,RBPJ,CD163,MRC1,MERTK,CD36,CD163,CD68,SLC11A1",Macrophage,macrophage,CL:0000235,macrophage
Lung,2,1.0,"CD69,TPSB2,KIT,HDC,FCER1A,TPSAB1",Mast Cell,mast cell,CL:0000097,mast cell
Lung,2,1.0,"PDGFRB,ACTA2,CSPG4,PDGFRB,DES,ANPEP,MYO1B,MCAM,ACTA2",Pericyte,pericyte,CL:0000669,pericyte
Lung,2,1.0,"ACTA2,DES,GUCY1B3,TAGLN,CNN1,PALLD,VCL,SMTN,MYOCD,MYH11,ACTG2,MYL9,ACTN1,GUCY1A3",Smooth Muscle,smooth muscle cell,CL:0000192,smooth muscle cell
Lung,2,1.0,"CD3G,NKG7,IL7R,CD3D,CD247,CD96,TRAC,CD69,THEMIS,PTPRC,SKAP1,TRBC1,CD3E",T cell,T cell,CL:0000084,T cell
Lung,2,1.0,"PTPRB,CD300LG,VWF,NOSTRIN,CLDN5,PECAM1,RAMP3,BACE2,EPHB4,LDB2",Vascular Endothelial,endothelial cell of vascular tree,CL:0002139,endothelial cell
Lung,2,1.0,"SFTPA1,SFTPD,HOPX,SFTPA2,PGC,SFTPB,SFTA2,NAPSA,MUC1,SLC34A2",type ii pneumocyte,type II pneumocyte,CL:0002063,alveolar type II cells
Lung,2,1.0,"IL1R2,CXCR2,CD177,MMP25,MTND5P32,PROK2,MGAM,OLAH,S100A12,FCGR3B",neutrophil,neutrophil,CL:0000775,neutrophil
Lung,2,1.0,"CD3E,CD3G,CD3D,CD2,IL32,CXCR4,TRAC,CD69,IL7R,TRBC2","cd4-positive, alpha-beta t cell","CD4-positive, alpha-beta T cell",CL:0000624,T cell
Lung,2,1.0,"CCL5,CD2,NKG7,CCL4,CD3E,GNLY,IL32,KLRD1,GZMA,CD3D","cd8-positive, alpha-beta t cell","CD8-positive, alpha-beta T cell",CL:0000625,cytotoxic T cell
Lung,2,1.0,"KLRB1,GZMB,CST7,PRF1,GZMA,FGFBP2,KLRF1,GNLY,KLRD1,CD247",nk cell,natural killer cell,CL:0000623,natural killer cell
Lung,2,1.0,"RBP5,CYTL1,NEURL1B,CCL14,POSTN,PLVAP,EXOC3L2,ADAMTS4,SELE,ZNF385D",bronchial vessel endothelial cell,,,endothelial cell type
Lung,2,1.0,"JPH2,ADRA2C,MYH11,DES,ACTG2,CCN5,FOXC2,HSPB6,AC100803.2,CNN1",smooth muscle cell,smooth muscle cell,CL:0000192,smooth muscle cell
Lung,2,1.0,"DCN,FBLN1,MGP,C1S,MFAP4,SERPINF1,C1R,PLA2G2A,IGFBP6,MFAP5",adventitial cell,adventitial cell,CL:0002503,fibroblast
Lung,2,1.0,"ACP5,VSIG4,APOE,MRC1,C1QA,MS4A7,FABP4,APOC1,MARCO,C1QB",macrophage,macrophage,CL:0000235,macrophage
Lung,2,1.0,"TPSB2,CD69,GATA2,HPGDS,VWA5A,MS4A2,TPSAB1,CPA3,KIT,RHEX",basophil,basophil,CL:0000767,mast cell
Lung,2,1.0,"VCAN,S100A12,COTL1,CD300E,FCN1,MNDA,VSIR,S100A8,S100A9,FGL2",classical monocyte,classical monocyte,CL:0000860,monocyte-derived cells
Lung,2,1.0,"CXCL12,SSTR1,NOS1,GJA5,SERPINE2,DKK2,MMRN2,PTPRB,NPR3,SOX17",endothelial cell of artery,endothelial cell of artery,CL:1000413,not_found_in_database
Lung,2,1.0,"TSPAN1,RSPH1,C11orf88,C1orf194,TMEM190,C20orf85,TPPP3,PIFO,C9orf24,CAPS",lung ciliated cell,lung ciliated cell,CL:1000271,ciliated epithelial cell
Lung,2,1.0,"CD1C,CLEC10A,CST7,CLEC5A,FCER1A,S100B,CD1E,FCGR2B,PKIB,GPR183",dendritic cell,dendritic cell,CL:0000451,dendritic cell
Lung,2,1.0,"BPIFB1,SCGB3A1,TSPAN1,CP,SERPINB3,TFF3,SCGB1A1,WFDC2,MSMB,LCN2",respiratory goblet cell,respiratory goblet cell,CL:0002370,club cell
Lung,2,1.0,"ALDH3A1,MIR205HG,KRT15,IGFBP2,KRT5,TACSTD2,PERP,KRT17,S100A2,KRT19",basal cell,basal cell,CL:0000646,basal cell
Lung,2,1.0,"DERL3,IGHG2,CD79A,JCHAIN,IGHA2,TNFRSF17,IGHG4,MZB1,SPAG4,IGHG3",plasma cell,plasma cell,CL:0000786,plasma cell
Lung,2,1.0,"TNFRSF13B,TNFRSF13C,LINC01781,CD79A,IGHM,CD19,MS4A1,PAX5,VPREB3,BLK",b cell,B cell,CL:0000236,B cell
Lung,2,1.0,"TTYH1,LINC01829,SLC5A1,C6orf58,ANO1,LPO,TCN1,PRR4,PRB3,PRB1",serous cell of epithelium of bronchus,serous cell of epithelium of bronchus,CL:1000331,goblet cell
