tissue,simuround,noise,marker,manual_annotation,manual_CLname,manual_CLID,RAG_cell_type
Lung,2,0.5,"CMTM5,TUBB1,GRAP2,ITGA2B,GENE40,CABP5,GENE77,GENE76,PF4,GENE38,ACRBP,GP6,TMEM40,GP9,GENE59",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556",platelet
Lung,2,0.5,"CD2,GENE65,GNLY,GENE8,CTSW,S100A6,GENE40,GENE14,GENE5,CCL5,CEBPB,CXCR4,CD7,LGALS1,ZFP36L2",Natural Killer T,,,neutrophil
Lung,2,0.5,"CLU,CST5,GENE8,GENE35,GENE70,MET,GENE56,FAM150A,HSPB3,RAMP1,CSRP1,IGF1,SCX,CNN1,GENE16",Fibromyocyte,,,goblet cell
Lung,2,0.5,"GENE1,CXCL17,GENE22,S100P,PSCA,COX5A,GENE15,TXN,GENE61,AGR2,GENE95,FAM3D,GABRP,CLIC1,WFDC2",Goblet,goblet cell,CL:0000160,goblet cell
Lung,2,0.5,"TFF3,TMPRSS11E,GENE47,PHGR1,BSND,GENE67,FOXI1,HEPACAM2,ATP6V1B1,GENE84,STAC2,GENE4,GENE38,MFSD6L,ASCL3",Ionocyte,ionocyte,CL:0005006,goblet cell
Lung,2,0.5,"GENE9,PCSK1N,EGR1,GENE79,FAM46A,PRDX2,CHGA,GENE37,SEC11C,GENE17,GENE92,SCGN,CPE,BEX1,NENF",Neuroendocrine,neuroendocrine cell,CL:0000165,neuroendocrine_cell
Lung,2,0.5,"TCN1,GENE47,LPO,PHB,LYZ,GENE15,TESC,GENE31,ZG16B,GENE71,GENE28,PRR4,PRB3,PRH2,PRB4",Serous,serous secreting cell,CL:0000313,goblet cell
Lung,2,0.5,"GENE7,GENE58,C1QB,LYZ,FCER1G,C1QA,LAPTM5,GENE14,GENE44,AIF1,C1QC,HLA-DRB1,GENE75,CTSZ,CTSL",Macrophages,macrophage,CL:0000235,classical monocyte
Lung,2,0.5,"GENE50,GNLY,GZMB,CTSW,CST7,CD7,CCL5,GENE48,NKG7,GZMA,CCL4,GENE23,GENE97,PRF1,GENE73",Innate lymphoid cell NK,natural killer cell,CL:0000623,natural killer cell
Lung,2,0.5,"S100A14,SLC34A2,CYB5A,SLC39A8,SFTA2,GENE34,GENE17,GENE91,GENE28,SFTPD,NAPSA,MUC1,SFTA3,PEBP4,GENE16",AT2,type II pneumocyte,CL:0002063,alveolar type II cell
Lung,2,0.5,"GENE1,GENE30,CLEC14A,ACKR1,MGP,RAMP3,RAMP2,GENE37,IGFBP7,VWF,GNG11,GENE28,PECAM1,GENE43,SPARCL1",EC venous,vein endothelial cell,CL:0002543,endothelial cell
Lung,2,0.5,"CD2,CD3D,GENE8,IL32,GENE79,GENE93,GENE12,CD69,CCL5,TRAC,CXCR4,CD3E,TRBC2,GENE64,CORO1A",T cell lineage,T cell,CL:0000084,T cell
Lung,2,0.5,"CLEC14A,TM4SF1,CLDN5,GENE90,GENE18,GENE87,IFI27,SOX17,A2M,CRIP2,PECAM1,SPARCL1,GIMAP7,GENE31,GENE73",EC arterial,endothelial cell of artery,CL:1000413,endothelial cell
Lung,2,0.5,"CALD1,LUM,C1S,BGN,MGP,IGFBP7,COL6A1,DCN,COL1A2,GENE42,GENE91,GENE43,GENE46,SPARC,GENE97",Fibroblasts,fibroblast,CL:0000057,myofibroblast cell
Lung,2,0.5,"GENE13,GENE1,AGER,EMP2,FXYD3,SFTA2,GENE86,CEACAM6,GENE37,GENE69,ADIRF,CAV1,KRT7,HOPX,TSPAN13",AT1,type I pneumocyte,CL:0002062,pulmonary alveolar type 2 cell
Lung,2,0.5,"GENE1,RP11-356K23.1,C12orf75,GENE61,GSTA1,CD24,GENE78,FAM229B,TMEM231,RP11-295M3.4,GENE60,C11orf97,C5orf49,SNTN,GENE4",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,epithelial cells
Lung,2,0.5,"LTB,MS4A1,GENE59,GENE89,IGHA1,GENE86,IGLC2,CD79A,TSC22D3,IGKC,GENE43,GENE4,CORO1A,CD37,ISG20",B cell lineage,B cell,CL:0000236,B cell
Lung,2,0.5,"CXCL17,KRT7,BPIFB1,GENE37,GENE87,CEACAM6,TACSTD2,GENE60,PIGR,GENE43,GENE46,MUC1,WFDC2,CP,KRT19",Secretory,secretory cell,CL:0000151,goblet cell
Lung,2,0.5,"CD14,GENE7,S100A9,S100A8,GENE54,FCER1G,GENE93,COTL1,LST1,AIF1,VCAN,S100A12,GENE6,GENE14,FCN1",Monocytes,monocyte,CL:0000576,classical monocyte
Lung,2,0.5,"TCN1,SELM,GENE79,MARCKSL1,GENE36,GENE3,GENE40,LTF,ZG16B,PIP,PIGR,GENE77,CCL28,SEC11C,AZGP1",Submucosal Secretory,,,neutrophil
Lung,2,0.5,"GENE1,CLEC14A,TM4SF1,CLDN5,AQP1,GENE78,CDH5,GENE3,GENE80,IFI27,GENE42,PECAM1,SPARCL1,EGFL7,HYAL2",EC capillary,capillary endothelial cell,CL:0002144,endothelial cell
Lung,2,0.5,"SDPR,GENE52,TM4SF1,CLDN5,GENE36,CCL21,RAMP2,ECSCR,GENE57,IGFBP7,MMRN1,GNG11,PPFIBP1,GENE76,GENE97",Lymphatic EC mature,,,endothelial cell of artery
Lung,2,0.5,"TFF3,SDPR,AKAP12,GENE9,GENE8,GENE52,CLDN5,TCF4,CCL21,IGFBP7,GNG11,GENE48,TIMP3,GENE53,TFPI",Lymphatic EC differentiating,,,goblet cell
Lung,2,0.5,"GENE45,HLA-DQB1,GENE57,GENE3,HLA-DQA1,HLA-DPA1,ITGB2,GPR183,GENE95,HLA-DPB1,HLA-DRB1,HLA-DMA,CORO1A,MS4A6A,GENE59",Dendritic cells,dendritic cell,CL:0000451,intermediate monocyte
Lung,2,0.5,"CALD1,TPM2,CYR61,GENE54,MT1X,CTGF,GPX3,GENE91,IGFBP5,GENE83,GENE43,SPARCL1,GENE23,PRELP,TAGLN",Myofibroblasts,myofibroblast cell,CL:0000186,myofibroblast cell
Lung,2,0.5,"KIT,VWA5A,C1orf186,CPA3,HPGDS,GENE78,GENE3,GENE24,GENE60,MS4A2,TPSB2,GENE75,TPSAB1,RGS13,GATA2",Mast cells,mast cell,CL:0000097,mast cell
Lung,2,0.5,"TPM2,PLN,GENE15,GENE62,LMOD1,GENE78,GENE95,IGFBP7,FLNA,ACTG2,SELM,GENE14,PPP1R14A,DES,NEXN",Fibromyocytes,,,smooth muscle cell
Lung,2,0.5,"GENE82,GENE50,S100A16,EID1,GENE66,ECSCR,MARCKS,TUBB,ARPC1A,HMGN1,GENE4,GENE20,LSM2,COX20,HMGN2",Lymphatic EC proliferating,,,endothelial cell
Lung,2,0.5,"GENE22,FBXL7,GENE58,GENE3,LDB2,TSHZ2,MMRN1,PKHD1L1,SEMA3A,KALRN,ST6GALNAC3,PPFIBP1,CD36,GENE42,GENE53",Endothelial cell (lymphatic),endothelial cell of lymphatic vessel,CL:0002138,Alveolar Type I Cells
Lung,2,0.5,"GENE26,GENE82,GENE94,LMO7,RAB11FIP1,GENE20,EMP2,NCKAP5,RBMS3,NTM,KHDRBS2,LIMCH1,GENE97,LAMA3,ST6GALNAC5",Epithelial cell (alveolar type I),type I pneumocyte,CL:0002062,Alveolar Type I Cell
Lung,2,0.5,"MACROD2,AUTS2,GENE65,GENE6,ZNF385B,SFTPC,ABCA3,ANK3,GENE92,SFTPB,GENE75,PDE4D,LRRK2,ERBB4,GENE16",Epithelial cell (alveolar type II),type II pneumocyte,CL:0002063,type_2_pneumocyte
Lung,2,0.5,"MACROD2,GLIS3,GENE41,GENE59,GENE98,SSBP2,EYA2,GENE31,XPR1,RBMS3,KRT17,GENE77,TP63,FAF1,CACHD1",Epithelial cell (basal),basal cell,CL:0000646,Answer not found in the Database
Lung,2,0.5,"TMEM232,DNAH12,CFAP54,DNAH7,STK33,GENE63,HYDIN,GENE62,GENE36,GENE25,GENE67,CDHR3,LRRIQ1,AGBL4,C4orf22",Epithelial cell (ciliated),ciliated epithelial cell,CL:0000067,goblet cell
Lung,2,0.5,"NEDD4L,MACROD2,GENE19,GENE1,SCGB3A2,CDK14,GENE13,MECOM,GENE80,BMPR1B,KIAA1217,SFTPB,GENE99,ERBB4,KIAA1324",Epithelial cell (club),club cell,CL:0000158,pulmonary alveolar type 2 cell
Lung,2,0.5,"GENE100,PDK1,GENE99,FBXW7,GENE21,ARHGAP15,GENE3,PLCG2,ST6GAL1,CREB3L2,FCHSD2,GENE76,RALGPS2,DENND5B,MEF2C",Immune (B cell),B cell,CL:0000236,alveolar type II cells
Lung,2,0.5,"GENE1,GENE21,PIP4K2A,B2M,FYN,GENE33,GENE96,SKAP1,GENE49,ARHGAP15,PRKCH,KLRD1,PARP8,AOAH,CD247",Immune (NK cell),natural killer cell,CL:0000623,natural killer cell
Lung,2,0.5,"FYN,FKBP5,GENE90,GENE12,BCL2,GENE60,GENE17,PTPRC,SYTL3,ARHGAP15,PARP8,THEMIS,ITK,GENE51,SKAP1",Immune (T cell),T cell,CL:0000084,lymphoid_leukocyte_family
Lung,2,0.5,"ZEB2,DOCK8,FMNL2,GPCPD1,SLC11A1,PPARG,RNF149,GENE86,GENE56,TFRC,PLXDC2,MSR1,GENE43,GENE14,GENE59",Immune (alveolar macrophage),alveolar macrophage,CL:0000583,macrophage
Lung,2,0.5,"KIT,SAMSN1,GENE58,IL18R1,FER,GENE11,GENE14,GENE5,TPSB2,SLC24A3,GENE96,SRGN,SYTL3,ARHGAP15,TPSAB1",Immune (mast cell),mast cell,CL:0000097,mast cell
Lung,2,0.5,"GENE1,CALD1,GENE99,GENE63,GENE54,GENE66,INPP4B,CACNA1C,TPM1,PRKG1,ACTA2,DMD,EBF1,LPP,MYH11",Pericyte/SMC,"pericyte,smooth muscle cell","CL:0000669,CL:0000192",smooth muscle cell
Lung,2,0.5,"PTPRB,GENE22,PTPRM,TCF4,LDB2,GENE93,GENE81,GENE34,ST6GALNAC3,TIMP3,PECAM1,CALCRL,EPAS1,EGFL7,GENE53",Endothelial cell (vascular),endothelial cell of vascular tree,CL:0002139,endothelial cell
Lung,2,0.5,"GENE90,LAMA2,PLEKHH2,GENE32,ROBO2,GENE91,LSAMP,RBMS3,PRKG1,ARHGAP6,RORA,GENE46,GENE76,SLIT2,PLXDC2",Fibroblast,fibroblast,CL:0000057,neuron
Lung,2,0.5,"TBXAS1,ZEB2,GENE27,FKBP5,GENE68,GENE37,CD74,PIK3R5,CHST11,GENE48,GENE84,SRGN,PLXDC2,SLC8A1,CTSB",Immune (DC/macrophage),"dendritic cell,macrophage","CL:0000451,CL:0000235",pulmonary alveolar type 2 cell
Lung,2,0.5,"GENE39,GENE99,PLIN2,GHR,ADIPOQ,LPIN1,PPARG,GENE93,PLIN1,GENE29,FOXO1,GENE74,EBF1,G0S2,ACSL1",Adipocyte,fat cell,CL:0000136,adipocyte
Lung,2,0.5,"AGER,EMP2,GENE67,GENE46,CAV1,PDPN,HOPX",Alveolar Type I,type I pneumocyte,CL:0002062,alveolar epithelial cell type I
Lung,2,0.5,"NKX2-1,SLC34A2,LAMP3,SFTPC,GENE42,SFTPB,GENE14",Alveolar Type II,type II pneumocyte,CL:0002063,pulmonary alveolar type 2 cell
Lung,2,0.5,"GENE15,CD24,CXCR3,CD1c,GENE43,FAS,CR2",B cell_memory,memory B cell,CL:0000787,mixed cell type
Lung,2,0.5,"GENE13,TUBA1A,HYDIN,FAM92B,GENE5,FOXJ1,DNAH5,DNAI1,GENE96,DNAI2,CDHR3,GENE16",Ciliated Epithelial,ciliated epithelial cell,CL:0000067,ciliated epithelial cell
Lung,2,0.5,"SCGB3A2,GENE35,GENE93,SCGB1A1,BPIFA1,GENE76,SCGB3A1,SLPI,MUC5B,CYP2F2",Club Epithelial,club cell,CL:0000158,goblet cell
Lung,2,0.5,"GENE26,GENE68,NEGR1,COL4A1,GENE34,GENE88,COL5A1,GENE12,COL1A1,IGFBP5,FBN1,VIM,COL5A2,IL33,GENE20,GENE45,HGF,COL18A1,COL6A3,GENE24,FBLN1,DCN,GENE84,GENE38,SLIT2,FN1,DDR2,CCN2,IGFBP3,COL6A6,IL6,COL3A1,COL6A1,COL1A2,COL6A2,GENE55,GENE41",Fibroblast,fibroblast,CL:0000057,pulmonary alveolar type 2 cell
Lung,2,0.5,"RELN,FLT4,GENE3,CCL21,GENE33,MMRN1,PROX1,LYVE1,GENE46",Lymphatic Endothelial,endothelial cell of lymphatic vessel,CL:0002138,lymphatic endothelial cell
Lung,2,0.5,"LYZ,C1QA,PTPRC,LYVE1,CD68,MSR1,GENE53,GENE58,SLC11A1,MERTK,CPM,CD163,MS4A6A,GENE45,GENE47,RBPJ,MS4A4A,CD74,GENE56,GENE71,CD36,GENE85,GENE2,GENE3,MR1,CSF1R,MRC1,GENE81",Macrophage,macrophage,CL:0000235,macrophage
Lung,2,0.5,"KIT,GENE94,GENE89,HDC,TPSB2,CD69,GENE77,FCER1A,TPSAB1",Mast Cell,mast cell,CL:0000097,mast cell
Lung,2,0.5,"GENE45,MYO1B,GENE52,GENE78,CSPG4,MCAM,GENE96,ACTA2,ANPEP,DES,PDGFRB",Pericyte,pericyte,CL:0000669,mesenchymal-like cell
Lung,2,0.5,"GENE19,MYOCD,GENE94,SMTN,ACTG2,GUCY1A3,GENE75,PALLD,GENE6,ACTN1,VCL,DES,GENE24,GENE96,GUCY1B3,ACTA2,CNN1,TAGLN,GENE99,MYH11,MYL9",Smooth Muscle,smooth muscle cell,CL:0000192,smooth muscle cell
Lung,2,0.5,"PTPRC,SKAP1,GENE82,GENE100,GENE12,NKG7,TRAC,IL7R,CD3E,CD96,THEMIS,CD3D,CD3G,GENE69,CD247,TRBC1,CD69,GENE48,GENE81",T cell,T cell,CL:0000084,T cell
Lung,2,0.5,"PTPRB,CLDN5,NOSTRIN,LDB2,GENE93,RAMP3,GENE95,GENE60,VWF,GENE85,EPHB4,PECAM1,BACE2,GENE31,CD300LG",Vascular Endothelial,endothelial cell of vascular tree,CL:0002139,endothelial cell
Lung,2,0.5,"NAPSA,SFTPA1,SFTPA2,SFTPD,SFTA2,SFTPB,SLC34A2,PGC,HOPX,MUC1",type ii pneumocyte,type II pneumocyte,CL:0002063,alveolar type II cell
Lung,2,0.5,"IL1R2,S100A12,FCGR3B,CXCR2,MTND5P32,PROK2,CD177,MMP25,OLAH,MGAM",neutrophil,neutrophil,CL:0000775,neutrophil
Lung,2,0.5,"IL7R,IL32,CD3D,CD69,CD3E,TRAC,CXCR4,CD2,CD3G,TRBC2","cd4-positive, alpha-beta t cell","CD4-positive, alpha-beta T cell",CL:0000624,T cell
Lung,2,0.5,"CCL5,GZMA,IL32,CCL4,NKG7,CD3D,CD2,KLRD1,CD3E,GNLY","cd8-positive, alpha-beta t cell","CD8-positive, alpha-beta T cell",CL:0000625,natural killer T cell
Lung,2,0.5,"GNLY,KLRD1,GZMB,PRF1,GZMA,FGFBP2,CST7,CD247,KLRF1,KLRB1",nk cell,natural killer cell,CL:0000623,natural killer cell
Lung,2,0.5,"RBP5,SELE,CCL14,ZNF385D,CYTL1,POSTN,PLVAP,ADAMTS4,NEURL1B,EXOC3L2",bronchial vessel endothelial cell,,,Fibroblast-Endothelial-Mesenchymal Cell Mix
Lung,2,0.5,"ACTG2,DES,ADRA2C,FOXC2,CNN1,JPH2,MYH11,CCN5,HSPB6,AC100803.2",smooth muscle cell,smooth muscle cell,CL:0000192,smooth muscle cell
Lung,2,0.5,"DCN,IGFBP6,FBLN1,PLA2G2A,C1S,MFAP4,MFAP5,C1R,SERPINF1,MGP",adventitial cell,adventitial cell,CL:0002503,fibroblast
Lung,2,0.5,"C1QA,MARCO,ACP5,MS4A7,APOC1,C1QB,MRC1,APOE,VSIG4,FABP4",macrophage,macrophage,CL:0000235,macrophage
Lung,2,0.5,"TPSB2,TPSAB1,CPA3,MS4A2,RHEX,HPGDS,KIT,CD69,GATA2,VWA5A",basophil,basophil,CL:0000767,mast cell/basophil
Lung,2,0.5,"S100A8,VCAN,FCN1,S100A12,S100A9,MNDA,FGL2,COTL1,CD300E,VSIR",classical monocyte,classical monocyte,CL:0000860,neutrophil
Lung,2,0.5,"PTPRB,CXCL12,GJA5,DKK2,NPR3,SERPINE2,SSTR1,NOS1,SOX17,MMRN2",endothelial cell of artery,endothelial cell of artery,CL:1000413,vascular endothelial cell
Lung,2,0.5,"CAPS,TMEM190,C20orf85,C9orf24,TPPP3,RSPH1,C11orf88,C1orf194,PIFO,TSPAN1",lung ciliated cell,lung ciliated cell,CL:1000271,multi-ciliated epithelial cell
Lung,2,0.5,"FCER1A,CD1C,GPR183,S100B,CLEC10A,CD1E,FCGR2B,PKIB,CST7,CLEC5A",dendritic cell,dendritic cell,CL:0000451,dendritic cell
Lung,2,0.5,"BPIFB1,LCN2,SCGB1A1,MSMB,SCGB3A1,WFDC2,TFF3,CP,SERPINB3,TSPAN1",respiratory goblet cell,respiratory goblet cell,CL:0002370,club cell
Lung,2,0.5,"S100A2,MIR205HG,KRT5,KRT15,KRT19,KRT17,ALDH3A1,PERP,TACSTD2,IGFBP2",basal cell,basal cell,CL:0000646,basal epithelial cell
Lung,2,0.5,"JCHAIN,MZB1,IGHG3,DERL3,IGHG2,CD79A,IGHG4,IGHA2,TNFRSF17,SPAG4",plasma cell,plasma cell,CL:0000786,plasma cell
Lung,2,0.5,"CD79A,MS4A1,TNFRSF13C,IGHM,VPREB3,TNFRSF13B,BLK,LINC01781,CD19,PAX5",b cell,B cell,CL:0000236,B cell
Lung,2,0.5,"PRR4,PRB3,TCN1,C6orf58,LPO,TTYH1,LINC01829,SLC5A1,PRB1,ANO1",serous cell of epithelium of bronchus,serous cell of epithelium of bronchus,CL:1000331,goblet cell
Lung,2,0.5,"FGL2,MS4A6A,CD163,MAFB,CSF1R,FCGR3A,AIF1,RNASE6,LST1,HCLS1",non-classical monocyte,non-classical monocyte,CL:0000875,macrophage
Lung,2,0.5,"FCN3,MT1M,TIMP3,RAMP2,SLC6A4,VWF,CLDN5,FAM107A,CALCRL,LRRC32",capillary endothelial cell,capillary endothelial cell,CL:0002144,endothelial cell
Lung,2,0.5,"EDNRB,CLDN5,IL1RL1,CA4,EMCN,GNG11,TIMP3,HPGD,SPARCL1,RAMP2",capillary aerocyte,,,endothelial cell
Lung,2,0.5,"RTKN2,SCEL,NTM,MS4A15,NCKAP5,PKDCC,ITLN2,UPK3B,MYRF,ST6GALNAC5",type i pneumocyte,type I pneumocyte,CL:0002062,Club cell
Lung,2,0.5,"ACKR1,VWF,C7,SPARCL1,IGFBP7,RAMP3,TIMP3,PRSS23,LIFR,CLU",vein endothelial cell,vein endothelial cell,CL:0002543,pulmonary capillary endothelial cell
Lung,2,0.5,"DCN,LUM,ADH1B,MGP,FBLN1,C1S,MFAP4,RARRES2,C7,PTGDS",alveolar fibroblast,,,fibroblast
Lung,2,0.5,"CCL21,MMRN1,PROX1,SEMA3D,FOXC2,SCN3B,GPR182,RELN,HOXD9,STAB2",endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,CL:0002138,cell type not identified in provided context
Lung,2,0.5,"MYH11,PPP1R14A,ACTG2,CRYAB,DES,LMOD1,CNN1,PLAC9,CARMN,PLN",bronchial smooth muscle cell,bronchial smooth muscle cell,CL:0002598,smooth muscle cell
Lung,2,0.5,"AL139020.1,PLD4,MZB1,LILRA4,SCT,SPIB,CLEC4C,LAMP5,FAM129C,AL357143.1",plasmacytoid dendritic cell,plasmacytoid dendritic cell,CL:0000784,intermediate monocyte
Lung,2,0.5,"SCGB3A2,CYP2B7P,CEACAM6,WFDC2,FOLR1,GPRC5A,NEDD4L,PIGR,ELF3,SFTPB",club cell,club cell,CL:0000158,club cell
Lung,2,0.5,"ACKR1,SPARCL1,VWF,PLVAP,IGFBP7,NPDC1,CLDN5,LIFR,C7,CLU",lung microvascular endothelial cell,lung microvascular endothelial cell,CL:2000016,endothelial cell
Lung,2,0.5,"PPP1R14A,CCN5,BGN,MYH11,PDGFRB,COX4I2,C2orf40,PRELP,LMOD1,GJA4",vascular associated smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,endothelial cell of artery
Lung,2,0.5,"AC005821.1,LRRC38,MKRN9P,KCTD8,RSPO1,GPR1,SYT4,PLPPR4,LINC01902,FABP7",myofibroblast cell,myofibroblast cell,CL:0000186,pulmonary alveolar type 2 cell
Lung,2,0.5,"COX4I2,TPM2,BGN,PDGFRB,HIGD1B,PPP1R14A,INMT,KCNK3,RGN,NDUFA4L2",pericyte cell,pericyte,CL:0000669,pulmonary vascular smooth muscle cell
Lung,2,0.5,"ITLN1,PRG4,HAS1,CPB1,BCHE,VIPR2,BNC1,SYT4,ROR2,RSPO1",mesothelial cell,mesothelial cell,CL:0000077,goblet cell
Lung,2,0.5,"AC009269.2,SCN7A,BMP5,AL135910.1,SGIP1,CARMN,CACNA1C,COL1A2,ABCA6,TARID",fibroblast,fibroblast,CL:0000057,pulmonary alveolar type 2 cell
Lung,2,0.5,"FCN1,RNASE2,CD300E,VCAN,FGL2,LILRB2,MPEG1,CORO1A,LILRA1,AIF1",intermediate monocyte,intermediate monocyte,CL:0002393,intermediate monocyte
Lung,2,0.5,"ASCL3,CEL,HEPACAM2,ATP6V1G3,CLCNKB,CLNK,LINC01187,TMPRSS11E,PROX1,DGKI",pulmonary ionocyte,pulmonary ionocyte,CL:0017000,goblet cell
Lung,2,0.75,"ARHGEF26,LMO7,GENE15,GENE54,AGER,EMP2,RTKN2,GPRC5A,SPOCK2,GENE24,GENE5,GENE86,DST,SCEL,GENE88,GENE75,LAMA3",Alveolar Epithelial Type 1,type I pneumocyte,CL:0002062,epithelial cell
Lung,2,0.75,"GENE22,GENE50,MS4A1,LINC00926,BLK,GENE61,SP140,GENE70,CD79A,GENE48,BANK1,CD22,VPREB3,CD79B,ADAM28,GENE51,GENE38",B,B cell,CL:0000236,B cell
Lung,2,0.75,"CLDN1,GENE7,S100A2,GENE35,GENE98,GENE51,KRT15,KRT5,FHL2,DST,KRT17,PERP,GENE96,GENE2,GENE75,ITGA2,KRT19",Basal,basal cell,CL:0000646,Cell Type Not in Database
Lung,2,0.75,"GENE1,CSF3R,S100A9,S100A8,CTSS,METTL9,GENE40,GENE25,GENE34,GENE5,CD99,VCAN,S100A12,GENE38,GENE20,FCN1,CD300E",CD14+ Monocyte,CD14-positive monocyte,CL:0001054,neutrophil
Lung,2,0.75,"CD2,MALAT1,BCL11B,GENE89,GENE33,GENE25,CD6,GENE18,GENE24,CAMK4,LEF1,TRAT1,IL7R,ITK,MAL,GENE85,GENE43",CD4 T,"CD4-positive, alpha-beta T cell",CL:0000624,T-cell
Lung,2,0.75,"C20orf85,DNAH6,FAM92B,GENE68,GENE24,GENE5,GENE69,GENE70,RSPH1,CCDC170,CAPS,ZMYND10,CDHR3,GENE75,SNTN,FANK1,GENE51",Ciliated,ciliated cell,CL:0000064,goblet cell
Lung,2,0.75,"FCGR2B,GENE22,HLA-DMB,HLA-DQA1,CLEC10A,CSF2RA,GENE40,GPR183,FPR3,GENE34,HLA-DPB1,RGS1,GENE42,GENE77,GENE46,GENE4,MS4A6A",Dendritic,dendritic cell,CL:0000451,dendritic cell
Lung,2,0.75,"C1S,LUM,ABLIM1,CFD,GENE72,C3,C1R,GENE90,GENE40,GENE18,GENE53,FBLN1,DCN,SLIT2,GENE23,GENE16,ADH1B",Fibroblast,fibroblast,CL:0000057,pulmonary fibroblast
Lung,2,0.75,"TFF3,GENE1,GENE62,TFPI,GENE58,GENE89,GENE67,CCL21,GENE33,IGFBP7,MMRN1,PKHD1L1,PROX1,PPFIBP1,TIMP3,TBX1,GENE83",Lymphatic,,,tuft cell
Lung,2,0.75,"APOC1,GENE94,GENE58,C1QB,GENE79,GENE59,GENE36,GENE90,C1QA,VSIG4,SLCO2B1,GENE31,ACP5,ITGAX,GPD1,MARCO,OLR1",Macrophage,macrophage,CL:0000235,macrophage
Lung,2,0.75,"KLRF1,GENE55,GNLY,GZMB,GENE7,GENE9,GENE80,GENE14,FCGR3A,NKG7,GENE91,PYHIN1,KLRD1,SPON2,GENE64,PRF1,CD247",Natural Killer,natural killer cell,CL:0000623,natural killer t cell
Lung,2,0.75,"PRDX4,MANF,GENE9,SSR4,GENE16,XBP1,POU2AF1,TNFRSF17,GENE61,GENE24,HSP90B1,GENE34,GENE71,GENE48,MZB1,DERL3,SEC11C",Plasma,plasma cell,CL:0000786,plasma cell
Lung,2,0.75,"GENE21,SFTPA2,GENE72,GENE90,SLC34A2,GENE86,SFTPC,LAMP3,ABCA3,GENE12,GENE17,SFTPA1,SFTPD,SFTPB,NAPSA,GENE20,LPCAT1",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,alveolar type II cell
Lung,2,0.75,"KIT,GENE9,VWA5A,CPA3,HPGDS,GRAP2,GENE27,GENE66,HDC,GENE69,CD44,GENE44,MS4A2,GENE5,GENE91,TPSAB1,GATA2",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",mast cell
Lung,2,0.75,"LILRB2,GENE41,GENE78,GENE64,GENE25,COTL1,RPS19,LST1,AIF1,FCGR3A,GENE92,SAT1,RHOC,FCN1,GENE23,GENE51,IFITM2",CD16+ Monocyte,,,neutrophil
Lung,2,0.75,"GENE22,GENE50,GENE19,CDC42EP1,GENE36,GENE61,NOSTRIN,PODXL,CDH5,RAMP3,BTNL9,GENE5,GENE28,CD81,FCN3,EPAS1,FLNB",Capillary,,,goblet cell
Lung,2,0.75,"GENE45,CD3D,GZMH,GENE36,CD3G,GENE67,CD8B,GENE44,GENE95,CCL5,RPL34,NKG7,CD8A,GZMA,RPS27,GENE88,GENE59",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,cytotoxic T cell
Lung,2,0.75,"GENE13,GENE1,SCGB3A2,GENE78,DSTN,CYB5A,GENE11,CEACAM6,GENE17,GENE46,PIGR,CTSE,SFTPB,WFDC2,GENE20,C16orf89,KIAA1324",Club,club cell,CL:0000158,lung epithelial cell
Lung,2,0.75,"CALD1,ASPN,COL6A3,POSTN,LTBP1,BGN,GENE66,GENE33,GENE27,GENE93,COL3A1,COL1A1,COL1A2,GENE71,GENE49,ITGBL1,GENE41",Myofibroblast,myofibroblast cell,CL:0000186,fibroblast
Lung,2,0.75,"GENE82,GENE9,GENE100,PTPRE,GZMB,IRF7,GENE54,TYROBP,GENE93,GENE88,PLD4,GENE85,NPC2,PPP1R14B,IL3RA,IRF4,SEC61B",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,natural killer t cell
Lung,2,0.75,"TPX2,BIRC5,GENE45,NUSAP1,STMN1,GENE61,GENE79,UBE2C,TYMS,ANLN,KPNA2,GENE32,CDK1,GENE92,H2AFZ,GENE20,GENE99",Proliferating Macrophage,,,Proliferating Cells
Lung,2,0.75,"GENE26,BIRC5,GENE39,GENE47,NUSAP1,KIF2C,SMC4,GENE67,GENE90,UBE2C,H2AFV,GENE92,AURKB,GENE28,CENPF,HMGB2,TOP2A",Proliferating NK/T,,,pulmonary alveolar type 2 cell
Lung,2,0.75,"GENE8,POSTN,GENE18,GENE34,GENE56,GENE17,VWF,COL15A1,ZNF385D,ENPP2,PLVAP,EMCN,GENE49,INHBB,SPARCL1,SPRY1,GENE55",Bronchial Vessel,,,goblet cell
Lung,2,0.75,"GENE45,GENE55,GENE47,GENE15,GENE27,BPIFB1,SAA1,SCGB1A1,RARRES1,MSMB,GENE91,SCGB3A1,GENE2,SLPI,LCN2,WFDC2,MUC5B",Mucous,,,goblet cell
