,Unnamed: 0,tissue,simuround,noise,marker,manual_annotation,manual_CLname,manual_CLID,RAG_annotation,RAG_aggrement_modified,RAG_aggrement_modified_new,RAG_clid,RAG_clname,manual_clid,manual_clname
326,326,Lung,1,0.75,"TBXAS1,ZEB2,GENE100,FKBP5,GENE93,GENE25,CD74,PIK3R5,CHST11,GENE88,SRGN,GENE77,GENE49,PLXDC2,SLC8A1,GENE97,CTSB",Immune (DC/macrophage),"dendritic cell,macrophage","CL:0000451,CL:0000235",macrophage,0,1.0000,CL:0000235,macrophage,CL:0000235,macrophage
327,327,Lung,1,0.75,"GENE65,GENE30,GENE54,PLIN2,GHR,ADIPOQ,LPIN1,PPARG,GENE67,GENE40,PLIN1,GENE32,FOXO1,EBF1,G0S2,ACSL1,GENE55",Adipocyte,fat cell,CL:0000136,adipocyte,0,1.0000,CL:0000136,adipocyte,CL:0000136,adipocyte
328,328,Lung,1,0.75,"GENE19,AGER,EMP2,GENE70,GENE28,CAV1,PDPN,HOPX",Alveolar Type I,type I pneumocyte,CL:0002062,alveolar epithelial type I cell,0,1.0000,CL:0002062,pulmonary alveolar type 1 cell,CL:0002062,pulmonary alveolar type 1 cell
329,329,Lung,1,0.75,"NKX2-1,GENE74,SLC34A2,LAMP3,SFTPC,GENE87,GENE70,SFTPB",Alveolar Type II,type II pneumocyte,CL:0002063,alveolar type II cell,0,1.0000,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell
330,330,Lung,1,0.75,"GENE79,CD24,GENE84,CXCR3,CD1c,FAS,GENE64,CR2",B cell_memory,memory B cell,CL:0000787,uncertain cell type,-1,0.2222,CL:0000819,B-1 B cell,CL:0002067,type A enteroendocrine cell
331,331,Lung,1,0.75,"GENE47,TUBA1A,HYDIN,FAM92B,GENE56,GENE17,FOXJ1,DNAH5,DNAI1,GENE48,DNAI2,GENE96,CDHR3,GENE41",Ciliated Epithelial,ciliated epithelial cell,CL:0000067,ciliated epithelial cell,0,1.0000,CL:0000067,ciliated epithelial cell,CL:0000067,ciliated epithelial cell
332,332,Lung,1,0.75,"GENE63,SCGB3A2,GENE61,GENE57,GENE80,SCGB1A1,BPIFA1,SCGB3A1,SLPI,MUC5B,GENE23,CYP2F2",Club Epithelial,club cell,CL:0000158,goblet cell,-1,0.4286,CL:0000158,club cell,CL:0000160,goblet cell
333,333,Lung,1,0.75,"GENE94,NEGR1,COL4A1,GENE70,GENE34,GENE88,COL5A1,GENE15,GENE18,COL1A1,IGFBP5,FBN1,VIM,COL5A2,IL33,HGF,COL18A1,COL6A3,GENE35,GENE11,GENE80,FBLN1,GENE71,DCN,GENE96,SLIT2,FN1,DDR2,GENE31,CCN2,GENE97,GENE21,GENE36,IGFBP3,GENE66,COL6A6,GENE25,IL6,COL3A1,COL6A1,COL1A2,COL6A2,GENE41",Fibroblast,fibroblast,CL:0000057,fibroblast,0,1.0000,CL:0000057,fibroblast,CL:0000057,fibroblast
334,334,Lung,1,0.75,"GENE82,RELN,FLT4,GENE57,CCL21,GENE27,MMRN1,PROX1,LYVE1,GENE23",Lymphatic Endothelial,endothelial cell of lymphatic vessel,CL:0002138,cellular component of the lymphatic system,-1,0.8333,CL:0002138,endothelial cell of lymphatic vessel,CL:0009086,endothelial cell of respiratory system lymphatic vessel
335,335,Lung,1,0.75,"GENE19,LYZ,C1QA,GENE86,GENE32,PTPRC,LYVE1,CD68,MSR1,GENE43,SLC11A1,MERTK,CPM,GENE64,CD163,MS4A6A,GENE45,GENE78,RBPJ,GENE93,MS4A4A,CD74,GENE10,GENE5,GENE96,CD36,GENE74,GENE60,MR1,CSF1R,MRC1,GENE99,GENE55",Macrophage,macrophage,CL:0000235,macrophage,0,1.0000,CL:0000235,macrophage,CL:0000235,macrophage
336,336,Lung,1,0.75,"KIT,GENE41,GENE36,HDC,TPSB2,CD69,FCER1A,TPSAB1,GENE4,GENE83",Mast Cell,mast cell,CL:0000097,mast cell,0,1.0000,CL:0000097,mast cell,CL:0000097,mast cell
337,337,Lung,1,0.75,"GENE45,MYO1B,CSPG4,GENE20,GENE69,GENE24,MCAM,GENE71,ACTA2,ANPEP,DES,PDGFRB,GENE41",Pericyte,pericyte,CL:0000669,pericyte,0,1.0000,CL:0000669,pericyte,CL:0000669,pericyte
338,338,Lung,1,0.75,"GENE19,MYOCD,GENE88,SMTN,ACTG2,GUCY1A3,GENE43,GENE53,GENE12,GENE95,PALLD,ACTN1,VCL,DES,GENE22,GENE65,GENE5,GUCY1B3,ACTA2,CNN1,TAGLN,GENE66,MYH11,MYL9",Smooth Muscle,smooth muscle cell,CL:0000192,smooth muscle cell,0,1.0000,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell
339,339,Lung,1,0.75,"GENE61,GENE40,PTPRC,SKAP1,GENE63,GENE15,GENE89,NKG7,TRAC,IL7R,CD3E,CD96,THEMIS,CD3D,CD3G,GENE91,CD247,TRBC1,GENE21,GENE3,CD69,GENE55",T cell,T cell,CL:0000084,T cell,0,1.0000,CL:0000084,t cell,CL:0000084,t cell
340,340,Lung,1,0.75,"PTPRB,GENE65,CLDN5,GENE89,NOSTRIN,LDB2,GENE33,RAMP3,GENE27,GENE95,VWF,EPHB4,PECAM1,BACE2,GENE64,GENE55,CD300LG",Vascular Endothelial,endothelial cell of vascular tree,CL:0002139,endothelial cell,1,0.7500,CL:0002139,endothelial cell of vascular tree,CL:0000115,endothelial cell
341,341,Lung,1,0.75,"NAPSA,SFTPA1,SFTPA2,SFTPD,SFTA2,SFTPB,SLC34A2,PGC,HOPX,MUC1",type ii pneumocyte,type II pneumocyte,CL:0002063,alveolar type II cell,0,1.0000,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell
342,342,Lung,1,0.75,"IL1R2,S100A12,FCGR3B,CXCR2,MTND5P32,PROK2,CD177,MMP25,OLAH,MGAM",neutrophil,neutrophil,CL:0000775,nonclassical monocyte,-1,0.5714,CL:0000775,neutrophil,CL:0000576,monocyte
343,343,Lung,1,0.75,"IL7R,IL32,CD3D,CD69,CD3E,TRAC,CXCR4,CD2,CD3G,TRBC2","cd4-positive, alpha-beta t cell","CD4-positive, alpha-beta T cell",CL:0000624,T cell,3,0.6667,CL:0000624,"cd4-positive, alpha-beta t cell",CL:0000084,t cell
344,344,Lung,1,0.75,"CCL5,GZMA,IL32,CCL4,NKG7,CD3D,CD2,KLRD1,CD3E,GNLY","cd8-positive, alpha-beta t cell","CD8-positive, alpha-beta T cell",CL:0000625,natural killer T cell,-1,0.4167,CL:0000625,"cd8-positive, alpha-beta t cell",CL:0000623,natural killer cell
345,345,Lung,1,0.75,"GNLY,KLRD1,GZMB,PRF1,GZMA,FGFBP2,CST7,CD247,KLRF1,KLRB1",nk cell,natural killer cell,CL:0000623,natural killer (NK) cell,0,1.0000,CL:0000623,natural killer cell,CL:0000623,natural killer cell
346,346,Lung,1,0.75,"RBP5,SELE,CCL14,ZNF385D,CYTL1,POSTN,PLVAP,ADAMTS4,NEURL1B,EXOC3L2",bronchial vessel endothelial cell,,,mixture of multiple cell types,-1,0.2222,CL:0000071,blood vessel endothelial cell,CL:4030056,umbrella cell of urothelium
347,347,Lung,1,0.75,"ACTG2,DES,ADRA2C,FOXC2,CNN1,JPH2,MYH11,CCN5,HSPB6,AC100803.2",smooth muscle cell,smooth muscle cell,CL:0000192,smooth muscle cell,0,1.0000,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell
348,348,Lung,1,0.75,"DCN,IGFBP6,FBLN1,PLA2G2A,C1S,MFAP4,MFAP5,C1R,SERPINF1,MGP",adventitial cell,adventitial cell,CL:0002503,fibroblast,-1,0.6000,CL:0002503,adventitial cell,CL:0000057,fibroblast
349,349,Lung,1,0.75,"C1QA,MARCO,ACP5,MS4A7,APOC1,C1QB,MRC1,APOE,VSIG4,FABP4",macrophage,macrophage,CL:0000235,macrophage,0,1.0000,CL:0000235,macrophage,CL:0000235,macrophage
350,350,Lung,1,0.75,"TPSB2,TPSAB1,CPA3,MS4A2,RHEX,HPGDS,KIT,CD69,GATA2,VWA5A",basophil,basophil,CL:0000767,mast cell,-1,0.5714,CL:0000767,basophil,CL:0000097,mast cell
351,351,Lung,1,0.75,"S100A8,VCAN,FCN1,S100A12,S100A9,MNDA,FGL2,COTL1,CD300E,VSIR",classical monocyte,classical monocyte,CL:0000860,monocyte,1,0.8000,CL:0000860,classical monocyte,CL:0000576,monocyte
352,352,Lung,1,0.75,"PTPRB,CXCL12,GJA5,DKK2,NPR3,SERPINE2,SSTR1,NOS1,SOX17,MMRN2",endothelial cell of artery,endothelial cell of artery,CL:1000413,endothelial cell,3,0.5000,CL:1000413,endothelial cell of artery,CL:0000115,endothelial cell
353,353,Lung,1,0.75,"CAPS,TMEM190,C20orf85,C9orf24,TPPP3,RSPH1,C11orf88,C1orf194,PIFO,TSPAN1",lung ciliated cell,lung ciliated cell,CL:1000271,multiciliated epithelial cell,-1,0.6667,CL:1000271,lung ciliated cell,CL:0005012,multi-ciliated epithelial cell
354,354,Lung,1,0.75,"FCER1A,CD1C,GPR183,S100B,CLEC10A,CD1E,FCGR2B,PKIB,CST7,CLEC5A",dendritic cell,dendritic cell,CL:0000451,dendritic cell,0,1.0000,CL:0000451,dendritic cell,CL:0000451,dendritic cell
355,355,Lung,1,0.75,"BPIFB1,LCN2,SCGB1A1,MSMB,SCGB3A1,WFDC2,TFF3,CP,SERPINB3,TSPAN1",respiratory goblet cell,respiratory goblet cell,CL:0002370,club cell,-1,0.5556,CL:0002370,respiratory goblet cell,CL:0000158,club cell
356,356,Lung,1,0.75,"S100A2,MIR205HG,KRT5,KRT15,KRT19,KRT17,ALDH3A1,PERP,TACSTD2,IGFBP2",basal cell,basal cell,CL:0000646,basal epithelial cell,-1,0.2500,CL:0000646,basal cell,CL:0002236,basal epithelial cell of prostatic duct
357,357,Lung,1,0.75,"JCHAIN,MZB1,IGHG3,DERL3,IGHG2,CD79A,IGHG4,IGHA2,TNFRSF17,SPAG4",plasma cell,plasma cell,CL:0000786,plasma cell,0,1.0000,CL:0000786,plasma cell,CL:0000786,plasma cell
358,358,Lung,1,0.75,"CD79A,MS4A1,TNFRSF13C,IGHM,VPREB3,TNFRSF13B,BLK,LINC01781,CD19,PAX5",b cell,B cell,CL:0000236,B cell,0,1.0000,CL:0000236,b cell,CL:0000236,b cell
359,359,Lung,1,0.75,"PRR4,PRB3,TCN1,C6orf58,LPO,TTYH1,LINC01829,SLC5A1,PRB1,ANO1",serous cell of epithelium of bronchus,serous cell of epithelium of bronchus,CL:1000331,goblet cell,-1,0.3333,CL:1000331,serous cell of epithelium of bronchus,CL:0000160,goblet cell
360,360,Lung,1,0.75,"FGL2,MS4A6A,CD163,MAFB,CSF1R,FCGR3A,AIF1,RNASE6,LST1,HCLS1",non-classical monocyte,non-classical monocyte,CL:0000875,macrophage,3,0.5714,CL:0000875,non-classical monocyte,CL:0000235,macrophage
361,361,Lung,1,0.75,"FCN3,MT1M,TIMP3,RAMP2,SLC6A4,VWF,CLDN5,FAM107A,CALCRL,LRRC32",capillary endothelial cell,capillary endothelial cell,CL:0002144,endothelial cell,2,0.6000,CL:0002144,capillary endothelial cell,CL:0000115,endothelial cell
362,362,Lung,1,0.75,"EDNRB,CLDN5,IL1RL1,CA4,EMCN,GNG11,TIMP3,HPGD,SPARCL1,RAMP2",capillary aerocyte,,,endothelial cell,4,0.4286,CL:4028003,alveolar capillary type 2 endothelial cell,CL:0000115,endothelial cell
363,363,Lung,1,0.75,"RTKN2,SCEL,NTM,MS4A15,NCKAP5,PKDCC,ITLN2,UPK3B,MYRF,ST6GALNAC5",type i pneumocyte,type I pneumocyte,CL:0002062,Club Cell,-1,0.5455,CL:0002062,pulmonary alveolar type 1 cell,CL:0000158,club cell
364,364,Lung,1,0.75,"ACKR1,VWF,C7,SPARCL1,IGFBP7,RAMP3,TIMP3,PRSS23,LIFR,CLU",vein endothelial cell,vein endothelial cell,CL:0002543,endothelial cell,3,0.5000,CL:0002543,vein endothelial cell,CL:0000115,endothelial cell
365,365,Lung,1,0.75,"DCN,LUM,ADH1B,MGP,FBLN1,C1S,MFAP4,RARRES2,C7,PTGDS",alveolar fibroblast,,,fibroblast,2,0.6667,CL:4028006,alveolar adventitial fibroblast,CL:0000057,fibroblast
