,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,simuround,tissue,noise,marker,manual_annotation,manual_CLname,manual_CLID,gpt-4o-2024-08-06_annotation,gpt-4o-2024-08-06_CLID,gpt-4o-mini-2024-07-18_annotation,gpt-4o-mini-2024-07-18_CLID,gpt-4-0613_annotation,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_CLID,gpt-4-turbo-2024-04-09_CLID,gpt-4-0613_Clname,gpt-4-turbo-2024-04-09_Clname,gpt-4o-2024-08-06_Clname,gpt-4o-mini-2024-07-18_Clname,gpt-4-0613_aggrement_modified,gpt-4-turbo-2024-04-09_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified,gpt-4o-mini-2024-07-18_aggrement_modified
1870,1870,1870,1870,4,Lung,0.75,"CD79A,MS4A1,TNFRSF13C,IGHM,VPREB3,TNFRSF13B,BLK,LINC01781,CD19,PAX5",b cell,B cell,CL:0000236,B cells,CL:0000236,B cells,CL:0000236,6. B cells,B cells,CL:0000236,CL:0000236,b cell,b cell,b cell,b cell,0,0,0,0
1871,1871,1871,1871,4,Lung,0.75,"PRR4,PRB3,TCN1,C6orf58,LPO,TTYH1,LINC01829,SLC5A1,PRB1,ANO1",serous cell of epithelium of bronchus,serous cell of epithelium of bronchus,CL:1000331,Mucous cells,CL:0000319,Club cells,CL:0000158,7. Salivary gland cells,Salivary gland cells,CL:0009005,CL:0009005,salivary gland cell,salivary gland cell,mucus secreting cell,club cell,-1,-1,-1,-1
1872,1872,1872,1872,4,Lung,0.75,"FGL2,MS4A6A,CD163,MAFB,CSF1R,FCGR3A,AIF1,RNASE6,LST1,HCLS1",non-classical monocyte,non-classical monocyte,CL:0000875,Macrophages,CL:0000235,Macrophages,CL:0000235,8. Macrophages,Macrophages,CL:0000235,CL:0000235,macrophage,macrophage,macrophage,macrophage,3,3,3,3
1873,1873,1873,1873,4,Lung,0.75,"FCN3,MT1M,TIMP3,RAMP2,SLC6A4,VWF,CLDN5,FAM107A,CALCRL,LRRC32",capillary endothelial cell,capillary endothelial cell,CL:0002144,Endothelial cells,CL:0000115,Endothelial cells,CL:0000115,9. Endothelial cells,Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,endothelial cell,2,2,2,2
1874,1874,1874,1874,4,Lung,0.75,"EDNRB,CLDN5,IL1RL1,CA4,EMCN,GNG11,TIMP3,HPGD,SPARCL1,RAMP2",capillary aerocyte,,,Endothelial cells,CL:0000115,Interstitial cells,CL:4030031,10. Vascular endothelial cells,Endothelial cells,CL:0002139,CL:0000115,endothelial cell of vascular tree,endothelial cell,endothelial cell,interstitial cell,-1,-1,-1,-1
1875,1875,1875,1875,4,Lung,0.75,"RTKN2,SCEL,NTM,MS4A15,NCKAP5,PKDCC,ITLN2,UPK3B,MYRF,ST6GALNAC5",type i pneumocyte,type I pneumocyte,CL:0002062,Epithelial cells,CL:0000066,Mucous cells,CL:0000319,11. Keratinocytes,Epithelial cells,CL:0000312,CL:0000066,keratinocyte,epithelial cell,epithelial cell,mucus secreting cell,-1,3,3,-1
1876,1876,1876,1876,4,Lung,0.75,"ACKR1,VWF,C7,SPARCL1,IGFBP7,RAMP3,TIMP3,PRSS23,LIFR,CLU",vein endothelial cell,vein endothelial cell,CL:0002543,Endothelial cells,CL:0000115,Red blood cells,CL:0002355,12. Platelet-producing cells,Endothelial cells,CL:0000233,CL:0000115,platelet,endothelial cell,endothelial cell,primitive red blood cell,-1,3,3,-1
1877,1877,1877,1877,4,Lung,0.75,"DCN,LUM,ADH1B,MGP,FBLN1,C1S,MFAP4,RARRES2,C7,PTGDS",alveolar fibroblast,,,Fibroblasts,CL:0000057,Fibroblasts,CL:0000057,13. Fibroblasts,Fibroblasts,CL:0000057,CL:0000057,fibroblast,fibroblast,fibroblast,fibroblast,-1,-1,-1,-1
1878,1878,1878,1878,4,Lung,0.75,"CCL21,MMRN1,PROX1,SEMA3D,FOXC2,SCN3B,GPR182,RELN,HOXD9,STAB2",endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,CL:0002138,Lymphatic endothelial cells,CL:0002138,Lymphatic endothelial cells,CL:0002138,14. Lymphatic endothelial cells ,Lymphatic endothelial cells,CL:0002138,CL:0002138,endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,0,0,0,0
1879,1879,1879,1879,4,Lung,0.75,"MYH11,PPP1R14A,ACTG2,CRYAB,DES,LMOD1,CNN1,PLAC9,CARMN,PLN",bronchial smooth muscle cell,bronchial smooth muscle cell,CL:0002598,Smooth muscle cells,CL:0000192,Smooth muscle cells,CL:0000192,15. Smooth muscle cells,Smooth muscle cells,CL:0000192,CL:0000192,smooth muscle cell,smooth muscle cell,smooth muscle cell,smooth muscle cell,2,2,2,2
1880,1880,1880,1880,4,Lung,0.75,"AL139020.1,PLD4,MZB1,LILRA4,SCT,SPIB,CLEC4C,LAMP5,FAM129C,AL357143.1",plasmacytoid dendritic cell,plasmacytoid dendritic cell,CL:0000784,Plasmacytoid Dendritic Cells,CL:0000784,B cells,CL:0000236,16. Plasmacytoid dendritic cells,Plasmacytoid dendritic cells,CL:0000784,CL:0000784,plasmacytoid dendritic cell,plasmacytoid dendritic cell,plasmacytoid dendritic cell,b cell,0,0,0,-1
1881,1881,1881,1881,4,Lung,0.75,"SCGB3A2,CYP2B7P,CEACAM6,WFDC2,FOLR1,GPRC5A,NEDD4L,PIGR,ELF3,SFTPB",club cell,club cell,CL:0000158,Club Cells,CL:0000158,Clara cells,CL:0000158,17. Secretory cells,Club cells,CL:0000151,CL:0000158,secretory cell,club cell,club cell,club cell,2,0,0,0
1882,1882,1882,1882,4,Lung,0.75,"ACKR1,SPARCL1,VWF,PLVAP,IGFBP7,NPDC1,CLDN5,LIFR,C7,CLU",lung microvascular endothelial cell,lung microvascular endothelial cell,CL:2000016,Endothelial Cells,CL:0000115,Endothelial cells,CL:0000115,18. Platelet-producing cells,Endothelial cells,CL:0000233,CL:0000115,platelet,endothelial cell,endothelial cell,endothelial cell,-1,3,3,3
1883,1883,1883,1883,4,Lung,0.75,"PPP1R14A,CCN5,BGN,MYH11,PDGFRB,COX4I2,C2orf40,PRELP,LMOD1,GJA4",vascular associated smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,Smooth Muscle Cells,CL:0000192,Smooth muscle cells,CL:0000192,19. Myofibroblasts,Smooth muscle cells,CL:0000186,CL:0000192,myofibroblast cell,smooth muscle cell,smooth muscle cell,smooth muscle cell,-1,1,1,1
1884,1884,1884,1884,4,Lung,0.75,"AC005821.1,LRRC38,MKRN9P,KCTD8,RSPO1,GPR1,SYT4,PLPPR4,LINC01902,FABP7",myofibroblast cell,myofibroblast cell,CL:0000186,Fibroblasts,CL:0000057,Fibroblasts,CL:0000057,20. Ependymocytes,Neural cells,CL:0000065,CL:0002319,ependymal cell,neural cell,fibroblast,fibroblast,-1,9,-1,-1
1885,1885,1885,1885,4,Lung,0.75,"COX4I2,TPM2,BGN,PDGFRB,HIGD1B,PPP1R14A,INMT,KCNK3,RGN,NDUFA4L2",pericyte cell,pericyte,CL:0000669,Smooth Muscle Cells,CL:0000192,Type I and II alveolar cells,CL:0002063,21. Pericytes,Smooth muscle cells,CL:0000669,CL:0000192,pericyte,smooth muscle cell,smooth muscle cell,pulmonary alveolar type 2 cell,0,-1,-1,-1
1886,1886,1886,1886,4,Lung,0.75,"ITLN1,PRG4,HAS1,CPB1,BCHE,VIPR2,BNC1,SYT4,ROR2,RSPO1",mesothelial cell,mesothelial cell,CL:0000077,Myoepithelial Cells,CL:0000185,Goblet cells,CL:0000160,22. Chondrocytes,Chondrocytes,CL:0000138,CL:0000138,chondrocyte,chondrocyte,myoepithelial cell,goblet cell,-1,-1,-1,-1
1887,1887,1887,1887,4,Lung,0.75,"AC009269.2,SCN7A,BMP5,AL135910.1,SGIP1,CARMN,CACNA1C,COL1A2,ABCA6,TARID",fibroblast,fibroblast,CL:0000057,Adipocytes,CL:0000136,Neural cells,CL:0002319,23. Heart muscle cells,Fibroblasts,CL:0000746,CL:0000057,cardiac muscle cell,fibroblast,adipocyte,neural cell,-1,0,-1,10
1888,1888,1888,1888,4,Lung,0.75,"FCN1,RNASE2,CD300E,VCAN,FGL2,LILRB2,MPEG1,CORO1A,LILRA1,AIF1",intermediate monocyte,intermediate monocyte,CL:0002393,Monocyte-derived Macrophages,CL:0011031,Macrophages,CL:0000235,24. Macrophages,Monocytes,CL:0000235,CL:0000576,macrophage,monocyte,monocyte-derived dendritic cell,macrophage,3,1,-1,3
1889,1889,1889,1889,4,Lung,0.75,"ASCL3,CEL,HEPACAM2,ATP6V1G3,CLCNKB,CLNK,LINC01187,TMPRSS11E,PROX1,DGKI",pulmonary ionocyte,pulmonary ionocyte,CL:0017000,Acinar Cells,CL:0000622,Neutrophils,CL:0000775,25. Submandibular gland duct cells,Salivary gland cells,CL:4052048,CL:0009005,intercalated cell of salivary gland,salivary gland cell,acinar cell,neutrophil,-1,-1,-1,-1
1890,1890,1890,1890,4,Lung,1.0,"ARHGEF26,GPRC5A,GENE28,GENE43,LAMA3,GENE82,EMP2,GENE95,GENE52,AGER,DST,GENE21,LMO7,GENE36,GENE72,GENE25,RTKN2,SPOCK2,SCEL,GENE73",Alveolar Epithelial Type 1,type I pneumocyte,CL:0002062,Epithelial Cells,CL:0000066,lung epithelial cells,CL:0000082,Epidermal Cells,Stem cells  ,CL:0000362,CL:0000034,epidermal cell,stem cell,epithelial cell,epithelial cell of lung,-1,12,3,2
1891,1891,1891,1891,4,Lung,1.0,"GENE7,MS4A1,GENE68,GENE33,GENE16,CD79A,BANK1,CD22,GENE6,VPREB3,CD79B,GENE47,GENE79,GENE11,LINC00926,GENE36,BLK,SP140,GENE99,ADAM28",B,B cell,CL:0000236,B Cells,CL:0000236,B cells,CL:0000236,B Cells,B cells  ,CL:0000236,CL:0000236,b cell,b cell,b cell,b cell,0,0,0,0
1892,1892,1892,1892,4,Lung,1.0,"GENE32,GENE77,GENE82,GENE12,KRT15,KRT19,CLDN1,GENE54,GENE80,KRT5,FHL2,GENE17,DST,KRT17,GENE85,GENE2,ITGA2,S100A2,PERP,GENE73",Basal,basal cell,CL:0000646,Epithelial Cells,CL:0000066,keratinocytes,CL:0000312,Basal Cells,Epithelial cells  ,CL:0000646,CL:0000066,basal cell,epithelial cell,epithelial cell,keratinocyte,0,17,17,-1
1893,1893,1893,1893,4,Lung,1.0,"GENE27,GENE88,GENE16,CD300E,CSF3R,S100A8,METTL9,GENE89,CD99,FCN1,GENE47,CTSS,VCAN,S100A12,GENE59,S100A9,GENE36,GENE25,GENE23,GENE83",CD14+ Monocyte,CD14-positive monocyte,CL:0001054,Myeloid Cells,CL:0000763,immune cells,CL:0000738,Neutrophils,Neutrophils  ,CL:0000775,CL:0000775,neutrophil,neutrophil,myeloid cell,leukocyte,-1,-1,3,3
1894,1894,1894,1894,4,Lung,1.0,"MALAT1,GENE33,GENE34,TRAT1,GENE75,GENE51,GENE100,GENE63,BCL11B,IL7R,ITK,CD2,GENE13,CD6,CAMK4,GENE14,GENE97,GENE92,LEF1,MAL",CD4 T,"CD4-positive, alpha-beta T cell",CL:0000624,T Cells,CL:0000084,fibroblasts,CL:0000057,T Cells,T cells  ,CL:0000084,CL:0000084,t cell,t cell,t cell,fibroblast,3,3,3,-1
1895,1895,1895,1895,4,Lung,1.0,"GENE86,CAPS,ZMYND10,GENE28,SNTN,GENE53,FAM92B,FANK1,GENE13,GENE50,GENE52,DNAH6,GENE56,GENE29,GENE91,RSPH1,CDHR3,C20orf85,CCDC170,GENE41",Ciliated,ciliated cell,CL:0000064,Ciliated Cells,CL:0000064,T cells,CL:0000084,Ciliated Cells,Ciliated cells  ,CL:0000064,CL:0000064,ciliated cell,ciliated cell,ciliated cell,t cell,0,0,0,-1
1896,1896,1896,1896,4,Lung,1.0,"FCGR2B,GENE26,GENE39,GENE86,HLA-DPB1,GENE53,GENE89,CLEC10A,MS4A6A,HLA-DQA1,CSF2RA,GPR183,GENE29,GENE38,HLA-DMB,GENE21,GENE72,FPR3,RGS1,GENE41",Dendritic,dendritic cell,CL:0000451,Dendritic Cells,CL:0000451,plasma cells,CL:0000786,Dendritic Cells,Myeloid cells  ,CL:0000451,CL:0000763,dendritic cell,myeloid cell,dendritic cell,plasma cell,0,-1,0,-1
1897,1897,1897,1897,4,Lung,1.0,"C1S,LUM,ABLIM1,GENE40,GENE28,GENE43,GENE82,GENE58,C3,C1R,GENE20,GENE67,GENE17,FBLN1,DCN,SLIT2,CFD,GENE60,GENE92,ADH1B",Fibroblast,fibroblast,CL:0000057,Fibroblasts,CL:0000057,macrophages,CL:0000235,Fibroblasts,Complement system proteins  ,CL:0000057,CL:0008028,fibroblast,visual system neuron,fibroblast,macrophage,0,-1,0,-1
1898,1898,1898,1898,4,Lung,1.0,"GENE98,CCL21,IGFBP7,MMRN1,GENE28,PPFIBP1,GENE64,GENE24,GENE10,PKHD1L1,PROX1,GENE91,GENE38,TFPI,TFF3,GENE25,GENE44,TIMP3,GENE81,TBX1",Lymphatic,,,Endothelial Cells,CL:0000115,dendritic cells,CL:0000451,Lymphatic Endothelial Cells,Lymphatic endothelial cells  ,CL:0002138,CL:0002138,endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,endothelial cell,dendritic cell,-1,-1,-1,-1
1899,1899,1899,1899,4,Lung,1.0,"GENE27,GENE40,C1QA,GENE86,GENE88,ITGAX,MARCO,APOC1,SLCO2B1,GENE18,C1QB,GENE54,GENE78,GENE69,OLR1,VSIG4,ACP5,GENE81,GPD1,GENE23",Macrophage,macrophage,CL:0000235,Macrophages,CL:0000235,endothelial cells,CL:0000115,M2 Macrophages,Macrophages  ,CL:0000890,CL:0000235,alternatively activated macrophage,macrophage,macrophage,endothelial cell,-1,0,0,-1
1900,1900,1900,1900,4,Lung,1.0,"KLRF1,GENE94,GENE40,SPON2,GZMB,GENE95,FCGR3A,NKG7,GENE50,GENE79,GENE24,GENE76,PYHIN1,GENE2,KLRD1,PRF1,CD247,GNLY,GENE3,GENE23",Natural Killer,natural killer cell,CL:0000623,Cytotoxic Natural Killer Cells,CL:0000623,Lymphocyte,CL:0000542,Natural Killer Cells,Natural killer cells  ,CL:0000623,CL:0000623,natural killer cell,natural killer cell,natural killer cell,lymphocyte,0,0,0,3
1901,1901,1901,1901,4,Lung,1.0,"GENE90,HSP90B1,GENE34,GENE70,PRDX4,SSR4,GENE63,POU2AF1,MZB1,DERL3,MANF,GENE91,GENE38,XBP1,GENE3,TNFRSF17,GENE25,GENE92,SEC11C,GENE83",Plasma,plasma cell,CL:0000786,Chaperone Proteins,CL:0000154,Alveolar Macrophage,CL:0000583,Plasma Cells,Plasma cells  ,CL:0000786,CL:0000786,plasma cell,plasma cell,protein secreting cell,alveolar macrophage,0,0,-1,-1
1902,1902,1902,1902,4,Lung,1.0,"GENE61,SLC34A2,SFTPC,ABCA3,SFTPA1,SFTPD,GENE16,GENE100,GENE15,SFTPA2,LAMP3,NAPSA,LPCAT1,GENE22,GENE47,GENE11,GENE36,GENE3,GENE92,SFTPB",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,Alveolar Type II Cells,CL:0002063,Type II Alveolar Epithelial Cell,CL:0002063,Alveolar Type II Cells,Type II pneumocytes  ,CL:0002063,GO:0060510,pulmonary alveolar type 2 cell,type II pneumocyte differentiation,pulmonary alveolar type 2 cell,pulmonary alveolar type 2 cell,0,-1,0,0
1903,1903,1903,1903,4,Lung,1.0,"GENE94,GENE9,HPGDS,GENE27,HDC,TPSAB1,GATA2,VWA5A,GENE15,CPA3,GENE6,KIT,GRAP2,GENE69,CD44,GENE96,GENE84,GENE76,GENE60,MS4A2",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",Mast Cells,CL:0000097,Mast Cell,CL:0000097,Mast Cells,Mast cells  ,CL:0000097,CL:0000097,mast cell,mast cell,mast cell,mast cell,-1,-1,-1,-1
1904,1904,1904,1904,4,Lung,1.0,"LST1,AIF1,GENE28,GENE58,COTL1,RPS19,FCGR3A,GENE6,FCN1,GENE13,LILRB2,GENE52,GENE24,GENE69,GENE42,GENE4,GENE31,IFITM2,SAT1,RHOC",CD16+ Monocyte,,,Lung Macrophages,CL:1001603,Macrophage,CL:0000235,Monocytes,Monocytes  ,CL:0000576,CL:0000576,monocyte,monocyte,lung macrophage,macrophage,-1,-1,-1,-1
1905,1905,1905,1905,4,Lung,1.0,"GENE94,GENE61,NOSTRIN,GENE34,FCN3,FLNB,GENE53,GENE100,GENE58,RAMP3,CD81,GENE65,PODXL,CDH5,BTNL9,GENE56,GENE17,GENE96,CDC42EP1,EPAS1",Capillary,,,Vascular Endothelial Cells,CL:0002139,Bronchial Epithelial Cell,CL:0002328,Arterial Endothelial Cells,Endothelial cells  ,CL:1000413,CL:0000115,endothelial cell of artery,endothelial cell,endothelial cell of vascular tree,bronchial epithelial cell,-1,-1,-1,-1
1906,1906,1906,1906,4,Lung,1.0,"GENE7,GENE27,GENE40,CD8A,GZMA,NKG7,GENE6,GENE13,CD3D,CD3G,CD8B,GENE10,GENE71,GENE4,GZMH,GENE66,GENE44,CCL5,RPL34,RPS27",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,Cytotoxic T Cells,CL:0000910,Cytotoxic T Cell,CL:0000910,Cytotoxic T Cells,Cytotoxic T cells  ,CL:0000910,CL:0000910,cytotoxic t cell,cytotoxic t cell,cytotoxic t cell,cytotoxic t cell,-1,-1,-1,-1
1907,1907,1907,1907,4,Lung,1.0,"GENE39,SCGB3A2,DSTN,GENE33,GENE70,CEACAM6,WFDC2,CTSE,C16orf89,GENE22,GENE62,GENE79,GENE80,PIGR,GENE76,GENE14,CYB5A,SFTPB,GENE99,KIAA1324",Club,club cell,CL:0000158,Club Cells,CL:0000158,Clara Cell,CL:0000158,Goblet Cells,Club cells  ,CL:0000160,CL:0000158,goblet cell,club cell,club cell,club cell,-1,0,0,0
1908,1908,1908,1908,4,Lung,1.0,"GENE39,GENE27,BGN,GENE70,ITGBL1,POSTN,GENE12,COL1A1,ASPN,COL6A3,GENE54,LTBP1,GENE56,GENE29,GENE96,CALD1,COL3A1,COL1A2,GENE48,GENE23",Myofibroblast,myofibroblast cell,CL:0000186,Fibroblasts,CL:0000057,Fibroblast,CL:0000057,Fibroblasts,Fibroblasts  ,CL:0000057,CL:0000057,fibroblast,fibroblast,fibroblast,fibroblast,-1,-1,-1,-1
1909,1909,1909,1909,4,Lung,1.0,"GENE61,GENE86,GENE34,PLD4,GENE28,GENE77,SEC61B,GENE63,PTPRE,GZMB,GENE12,GENE95,PPP1R14B,IRF7,TYROBP,GENE42,NPC2,GENE97,IL3RA,IRF4",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,Dendritic Cells,CL:0000451,Type I Alveolar Epithelial Cell,CL:0002062,Cytotoxic T Cells,Dendritic cells  ,CL:0000910,CL:0000451,cytotoxic t cell,dendritic cell,dendritic cell,pulmonary alveolar type 1 cell,-1,1,1,-1
1910,1910,1910,1910,4,Lung,1.0,"TPX2,GENE34,BIRC5,GENE73,STMN1,TYMS,GENE95,CDK1,GENE20,GENE64,KPNA2,GENE84,GENE85,GENE74,H2AFZ,NUSAP1,UBE2C,ANLN,GENE92,GENE41",Proliferating Macrophage,,,Proliferating cells,CL:4033068,Tumor cells,CL:0001063,Proliferating Cells,Proliferating cells  ,CL:4033068,CL:4033068,cycling B cell,cycling B cell,cycling B cell,neoplastic cell,-1,-1,-1,-1
1911,1911,1911,1911,4,Lung,1.0,"GENE86,GENE28,BIRC5,SMC4,GENE89,GENE6,HMGB2,GENE67,GENE93,GENE80,H2AFV,GENE5,GENE42,NUSAP1,KIF2C,UBE2C,AURKB,CENPF,TOP2A,GENE73",Proliferating NK/T,,,Proliferating cells,CL:4033068,Tumor cells,CL:0001063,Proliferating Cells,Proliferating cells  ,CL:4033068,CL:4033068,cycling B cell,cycling B cell,cycling B cell,neoplastic cell,-1,-1,-1,-1
1912,1912,1912,1912,4,Lung,1.0,"GENE39,GENE7,GENE30,GENE33,VWF,PLVAP,POSTN,GENE18,EMCN,ZNF385D,ENPP2,INHBB,SPRY1,GENE59,GENE21,GENE72,GENE60,COL15A1,SPARCL1,GENE83",Bronchial Vessel,,,Endothelial cells,CL:0000115,Endothelial cells,CL:0000115,Venous Endothelial Cells,Endothelial cells  ,CL:0002543,CL:0000115,vein endothelial cell,endothelial cell,endothelial cell,endothelial cell,-1,-1,-1,-1
1913,1913,1913,1913,4,Lung,1.0,"GENE26,GENE68,SCGB1A1,SLPI,LCN2,WFDC2,MUC5B,GENE16,GENE18,GENE95,GENE46,GENE13,GENE24,SAA1,GENE42,SCGB3A1,BPIFB1,MSMB,RARRES1,GENE83",Mucous,,,Club cells,CL:0000158,Goblet cells,CL:0000160,Mucous Cells,Club cells  ,CL:0000319,CL:0000158,mucus secreting cell,club cell,club cell,goblet cell,-1,-1,-1,-1
1914,1914,1914,1914,4,Lung,1.0,"TGM2,VWF,SLCO2A1,GENE53,CPE,PTPRB,GENE45,GENE62,GENE10,GENE17,GENE96,PLA1A,GENE49,GENE4,LIFR,SELP,SRPX,PRSS23,GENE99,GENE83",Vein,,,Endothelial cells,CL:0000115,Smooth muscle cells,CL:0000192,Venous Endothelial Cells,Platelets  ,CL:0002543,CL:0000233,vein endothelial cell,platelet,endothelial cell,smooth muscle cell,-1,-1,-1,-1
1915,1915,1915,1915,4,Lung,1.0,"COL4A2,GENE98,GENE40,COL4A1,GENE28,TACC1,CHN1,GENE93,GENE80,GENE17,GENE42,GENE4,PDGFRB,LAMC3,CALD1,GENE37,LAMB1,COX4I2,GENE48,NID1",Pericyte,pericyte,CL:0000669,Fibroblasts,CL:0000057,Fibroblast cells,CL:0000057,Pericytes,Basement membrane-associated cells,CL:0000669,GO:0005604,pericyte,basement membrane,fibroblast,fibroblast,0,11,10,10
1916,1916,1916,1916,4,Lung,1.0,"TPM2,DSTN,GENE75,GENE53,GENE82,GENE12,DES,PLN,GENE78,GENE24,GENE17,GENE71,GENE84,ACTA2,CNN1,GENE4,CALD1,CSRP1,MYH11,MYL9",Smooth Muscle,smooth muscle cell,CL:0000192,Smooth muscle cells,CL:0000192,Vascular endothelial cells,CL:0002139,Smooth muscle cells,1. Smooth muscle cells,CL:0000192,CL:0000192,smooth muscle cell,smooth muscle cell,smooth muscle cell,endothelial cell of vascular tree,0,0,0,-1
1917,1917,1917,1917,4,Lung,1.0,"GENE30,GJA5,GENE86,GENE32,GENE43,HEY1,GENE89,ARGLU1,PTPRB,GENE79,FBLN5,SEMA3G,GENE56,GENE11,GENE76,DKK2,EFNB2,BMX,EPAS1,GENE73",Artery,,,Endothelial cells,CL:0000115,Airway epithelial cells,CL:0002368,Endothelial cells,2. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,respiratory epithelial cell,-1,-1,-1,-1
1918,1918,1918,1918,4,Lung,1.0,"GENE40,GENE34,EDNRB,GENE82,CYP3A5,GENE12,TBX2,EMCN,GENE64,CLDN5,GENE35,GENE11,STXBP6,GENE14,SOSTDC1,GENE59,HPGD,GENE66,APP,ESAM",Capillary Aerocyte,,,Epithelial cells,CL:0000066,Alveolar cells,CL:0000583,Endothelial cells,3. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,epithelial cell,alveolar macrophage,-1,-1,-1,-1
1919,1919,1919,1919,4,Lung,1.0,"GENE7,GENE61,GENE70,SRSF11,IPO7,VAT1,RALA,GENE18,GENE46,GALNT18,GENE11,GENE29,GENE38,WWTR1,SH3BP5,GENE44,PECAM1,ACVRL1,EPAS1,GENE99",Capillary Intermediate,,,General lung cells,CL:0002159,Inflammatory cells,CL:0009002,Endothelial cells,4. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,general ecto-epithelial cell,inflammatory cell,-1,-1,-1,-1
1920,1920,1920,1920,4,Lung,1.0,"GENE9,CCDC71L,GENE86,GENE34,HAS1,C3,CPXM1,GENE22,GENE52,GENE79,FGF7,STEAP1,OSR1,GENE10,GENE31,C7,GENE3,WT1,MEDAG,GENE99",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,Alveolar epithelial cells,CL:0000322,Alveolar epithelial cells,CL:0000322,Kidney cells,5. Mesangial cells,CL:1000497,CL:0000650,kidney cell,mesangial cell,pulmonary alveolar epithelial cell,pulmonary alveolar epithelial cell,-1,-1,-1,-1
1921,1921,1921,1921,4,Lung,1.0,"GENE7,GALNT9,GENE27,ITLN1,SLPI,GENE58,C3,DSC3,ALDH1A3,GENE13,GENE57,MGARP,GENE69,DMKN,GENE38,PRG4,WT1,GENE44,GENE48,GENE81",Mesothelial,mesothelial cell,CL:0000077,Goblet cells,CL:0000160,Goblet cells,CL:0000160,Dermic cells,6. Mucosal epithelial cells,CL:0000000,CL:0000066,cell,epithelial cell,goblet cell,goblet cell,3,2,-1,-1
1922,1922,1922,1922,4,Lung,1.0,"GENE61,GENE90,GENE86,GP6,CMTM5,ITGA2B,GENE12,CABP5,PF4,GENE6,GENE47,GRAP2,GENE87,GENE85,GENE74,TMEM40,GP9,GENE21,TUBB1,ACRBP",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556",Platelets and Megakaryocytes,CL:0000556,Pulmonary endothelial cells,CL:1001568,Platelets,7. Platelets,CL:0000233,CL:0000233,platelet,platelet,megakaryocyte,pulmonary artery endothelial cell,-1,-1,-1,-1
1923,1923,1923,1923,4,Lung,1.0,"GENE19,S100A6,GENE68,GENE75,CD7,LGALS1,ZFP36L2,CEBPB,CD2,GENE65,CTSW,GENE35,GENE24,GENE87,CXCR4,GENE59,GNLY,GENE25,CCL5,GENE83",Natural Killer T,,,T lymphocytes,CL:0000084,Macrophages,CL:0000235,T lymphocytes,8. T cells,CL:0000084,CL:0000084,T cell,t cell,T cell,macrophage,-1,-1,-1,-1
1924,1924,1924,1924,4,Lung,1.0,"CLU,HSPB3,CST5,GENE58,IGF1,GENE64,GENE65,GENE52,GENE67,GENE24,GENE17,FAM150A,CNN1,GENE59,GENE21,MET,RAMP1,CSRP1,SCX,GENE41",Fibromyocyte,,,Fibroblasts,CL:0000057,Fibroblasts,CL:0000057,Smooth muscle cells,9. Fibroblasts,CL:0000192,CL:0000057,smooth muscle cell,fibroblast,fibroblast,fibroblast,-1,-1,-1,-1
1925,1925,1925,1925,4,Lung,1.0,"COX5A,GENE32,GENE75,GENE43,WFDC2,PSCA,TXN,FAM3D,CXCL17,GENE52,GENE79,AGR2,GENE10,GENE42,GABRP,GENE4,CLIC1,S100P,GENE37,GENE41",Goblet,goblet cell,CL:0000160,Ciliated epithelial cells,CL:0000067,Bronchial epithelial cells,CL:0002328,Lung epithelial cells,10. Epithelial cells,CL:0000082,CL:0000066,epithelial cell of lung,epithelial cell,ciliated epithelial cell,bronchial epithelial cell,-1,1,-1,-1
1926,1926,1926,1926,4,Lung,1.0,"TMPRSS11E,GENE27,GENE33,STAC2,GENE46,GENE20,ASCL3,GENE65,GENE62,BSND,GENE47,GENE93,HEPACAM2,MFSD6L,TFF3,PHGR1,FOXI1,GENE92,GENE23,ATP6V1B1",Ionocyte,ionocyte,CL:0005006,Club cells,CL:0000158,Secretory cells,CL:0000151,Salivary gland cells,11. Epithelial cells,CL:0009005,CL:0000066,salivary gland cell,epithelial cell,club cell,secretory cell,-1,1,-1,-1
