,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,tissue,simuround,subset,marker,manual_annotation,manual_CLname,manual_CLID,manual_broadtype,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_annotation,gpt-4o-2024-08-06_annotation,gpt-4o-mini-2024-07-18_annotation
360,360,360,360,Lung,1,0.75,"LST1,AIF1,FCGR3A,HCLS1,MS4A6A,MAFB,RNASE6",non-classical monocyte,non-classical monocyte,CL:0000875,macrophage/monocyte,"Nonclassical Monocyte, Intermediate Monocyte, Classical Monocyte","Nonclassical Monocyte, Intermediate Monocyte, Classical Monocyte, Myeloid Dendritic Type 2, Proliferating Macrophage, Macrophage, Natural Killer",Classical Monocyte,"Myeloid Dendritic Type 2, Classical Monocyte, Macrophage, IGSF21+ Dendritic, Nonclassical Monocyte"
361,361,361,361,Lung,1,0.75,"RAMP2,FAM107A,SLC6A4,FCN3,VWF,TIMP3,CLDN5",capillary endothelial cell,capillary endothelial cell,CL:0002144,endothelial cell,"Platelet/Megakaryocyte, Pericyte, Capillary Intermediate 1, Capillary Intermediate 2","Capillary, Capillary Intermediate 2, Capillary Intermediate 1, Vein, Capillary Aerocyte, Platelet/Megakaryocyte",Capillary Intermediate 1,"Alveolar Epithelial Type 1, Capillary, Vein"
362,362,362,362,Lung,1,0.75,"TIMP3,HPGD,CLDN5,RAMP2,GNG11,SPARCL1,EMCN",capillary aerocyte,,,epithelial cell,"Airway Smooth Muscle, Alveolar Epithelial Type 1, Capillary","Capillary, Capillary Aerocyte, Capillary Intermediate 2, Capillary Intermediate 1, Lymphatic, Bronchial Vessel 1, Bronchial Vessel 2, Airway Smooth Muscle, Fibromyocyte",Capillary Aerocyte,"Myofibroblast, Ionocyte, Alveolar Fibroblast, Vascular Smooth Muscle"
363,363,363,363,Lung,1,0.75,"NTM,PKDCC,SCEL,MS4A15,ST6GALNAC5,NCKAP5,RTKN2",type i pneumocyte,type I pneumocyte,CL:0002062,epithelial cell,"Alveolar Epithelial Type 1, Alveolar Epithelial Type 1","Alveolar Epithelial Type 1, Myofibroblast, Adventitial Fibroblast, Basophil/Mast 1, Basophil/Mast 2",Alveolar Epithelial Type 1,"Dendritic, Plasmacytoid Dendritic, Alveolar Epithelial Type 1"
364,364,364,364,Lung,1,0.75,"C7,CLU,SPARCL1,PRSS23,LIFR,ACKR1,VWF",vein endothelial cell,vein endothelial cell,CL:0002543,endothelial cell,"Vein, Bronchial Vessel 1, Adventitial Fibroblast, Alveolar Fibroblast","Vein, Bronchial Vessel 1, Bronchial Vessel 2, Adventitial Fibroblast, Alveolar Fibroblast, Lipofibroblast",Vein,"Lipofibroblast, Adventitial Fibroblast, Vein"
365,365,365,365,Lung,1,0.75,"MFAP4,C1S,RARRES2,FBLN1,PTGDS,C7,ADH1B",alveolar fibroblast,,,fibroblast,"Lymphatic, Adventitial Fibroblast, Alveolar Fibroblast","Alveolar Fibroblast, Adventitial Fibroblast, Lipofibroblast, Capillary, Capillary Intermediate 2, Vein, Basophil/Mast 1, Basophil/Mast 2",Adventitial Fibroblast,"Lymphatic, Neuroendocrine"
366,366,366,366,Lung,1,0.75,"SCN3B,STAB2,MMRN1,PROX1,GPR182,FOXC2,HOXD9",endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell,Lymphatic,Lymphatic,Lymphatic,"Airway Smooth Muscle, Vascular Smooth Muscle, Fibromyocyte"
367,367,367,367,Lung,1,0.75,"CRYAB,PPP1R14A,CNN1,LMOD1,MYH11,PLN,PLAC9",bronchial smooth muscle cell,bronchial smooth muscle cell,CL:0002598,muscle cell,"Airway Smooth Muscle, Vascular Smooth Muscle, Smooth Muscle","Alveolar Epithelial Type 1, Airway Smooth Muscle, Vascular Smooth Muscle, Fibromyocyte",Airway Smooth Muscle,"Plasmacytoid Dendritic, B"
368,368,368,368,Lung,1,0.75,"MZB1,FAM129C,CLEC4C,LAMP5,AL139020.1,SPIB,PLD4",plasmacytoid dendritic cell,plasmacytoid dendritic cell,CL:0000784,dendritic cell,Plasmacytoid Dendritic,"Plasma, Plasmacytoid Dendritic",Plasmacytoid Dendritic,"Plasmacytoid Dendritic, Alveolar Epithelial Type 1, Natural Killer, Basophil/Mast"
369,369,369,369,Lung,1,0.75,"NEDD4L,GPRC5A,WFDC2,SCGB3A2,CYP2B7P,ELF3,SFTPB",club cell,club cell,CL:0000158,epithelial cell,"Club, Alveolar Epithelial Type 1, Signaling Alveolar Epithelial Type 2","Club, Alveolar Epithelial Type 1, Signaling Alveolar Epithelial Type 2, Differentiating Basal, Goblet, Proliferating Basal, Vein, Vascular Smooth Muscle, Mesothelial, CD8+ Naive T, Natural Killer, Proliferating NK/T",Alveolar Epithelial Type 1,"Alveolar Epithelial Type 1, Club, Adventitial Fibroblast"
370,370,370,370,Lung,1,0.75,"PLVAP,VWF,C7,LIFR,NPDC1,IGFBP7,SPARCL1",lung microvascular endothelial cell,lung microvascular endothelial cell,CL:2000016,endothelial cell,Bronchial Vessel 1,"Bronchial Vessel 1, Vein, Alveolar Fibroblast, Capillary",Bronchial Vessel 1,Bronchial Vessel
371,371,371,371,Lung,1,0.75,"MYH11,COX4I2,PPP1R14A,BGN,GJA4,LMOD1,PRELP",vascular associated smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,muscle cell,Vascular Smooth Muscle,"Airway Smooth Muscle, Vascular Smooth Muscle, Pericyte",Vascular Smooth Muscle,Vascular Smooth Muscle
372,372,372,372,Lung,1,0.75,"LRRC38,KCTD8,SYT4,LINC01902,MKRN9P,FABP7,AC005821.1",myofibroblast cell,myofibroblast cell,CL:0000186,myofibroblast cell,Neuroendocrine,Neuroendocrine,Neuroendocrine,Neuroendocrine
373,373,373,373,Lung,1,0.75,"TPM2,INMT,PPP1R14A,BGN,HIGD1B,NDUFA4L2,COX4I2",pericyte cell,pericyte,CL:0000669,pericyte,Pericyte,"Basal, Proximal Basal, Proliferating Basal, Airway Smooth Muscle, Vascular Smooth Muscle, Capillary Aerocyte, Pericyte, Myofibroblast",Airway Smooth Muscle,"Myofibroblast, Vascular Smooth Muscle"
374,374,374,374,Lung,1,0.75,"BCHE,RSPO1,HAS1,SYT4,ITLN1,BNC1,ROR2",mesothelial cell,mesothelial cell,CL:0000077,epithelial cell,Alveolar Fibroblast,"Myofibroblast, Alveolar Fibroblast, Adventitial Fibroblast, Lipofibroblast, Mesothelial, Neuroendocrine",Myofibroblast,"Lymphatic, Adventitial Fibroblast, Alveolar Fibroblast"
375,375,375,375,Lung,1,0.75,"SCN7A,SGIP1,AL135910.1,ABCA6,CACNA1C,TARID,AC009269.2",fibroblast,fibroblast,CL:0000057,fibroblast,Adventitial Fibroblast,"Neuroendocrine, Adventitial Fibroblast, Alveolar Fibroblast, Pericyte",Adventitial Fibroblast,"Myofibroblast, B, Classical Monocyte"
376,376,376,376,Lung,1,0.75,"CORO1A,CD300E,FGL2,LILRA1,LILRB2,VCAN,FCN1",intermediate monocyte,intermediate monocyte,CL:0002393,macrophage/monocyte,Classical Monocyte,"B, CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Memory/Effector T, Natural Killer T, Natural Killer, Proliferating NK/T, Nonclassical Monocyte, EREG+ Dendritic, Classical Monocyte, OLR1+ Classical Monocyte, Intermediate Monocyte, Adventitial Fibroblast, Myeloid Dendritic Type 1, Myeloid Dendritic Type 2",Nonclassical Monocyte,Ionocyte
377,377,377,377,Lung,1,0.75,"CEL,HEPACAM2,DGKI,CLCNKB,TMPRSS11E,CLNK,LINC01187",pulmonary ionocyte,pulmonary ionocyte,CL:0017000,epithelial cell,Ionocyte,Ionocyte,Ionocyte,Alveolar Epithelial Type 1
378,378,378,378,Lung,1,1.0,"LAMA3,RTKN2,LMO7,ARHGEF26,AGER,SPOCK2,EMP2,SCEL,DST,GPRC5A",Alveolar Epithelial Type 1,type I pneumocyte,CL:0002062,epithelial cell,Alveolar Epithelial Type 1,"Alveolar Epithelial Type 1, Signaling Alveolar Epithelial Type 2, Capillary Aerocyte",Alveolar Epithelial Type 1,B
379,379,379,379,Lung,1,1.0,"CD79B,CD22,BANK1,SP140,CD79A,BLK,LINC00926,VPREB3,ADAM28,MS4A1",B,B cell,CL:0000236,b cell,B,"B, Plasma, Nonclassical Monocyte",B,B
380,380,380,380,Lung,1,1.0,"DST,CLDN1,KRT15,KRT5,KRT19,S100A2,ITGA2,KRT17,PERP,FHL2",Basal,basal cell,CL:0000646,stem cell,Basal,"Basal, Proximal Basal, Differentiating Basal, Proliferating Basal, Ciliated, Mesothelial",Basal,Alveolar Epithelial Type 1
381,381,381,381,Lung,1,1.0,"CTSS,CSF3R,CD99,S100A12,S100A9,VCAN,FCN1,CD300E,S100A8,METTL9",CD14+ Monocyte,CD14-positive monocyte,CL:0001054,macrophage/monocyte,Classical Monocyte,"Macrophage, Proliferating Macrophage, TREM2+ Dendritic, Classical Monocyte, OLR1+ Classical Monocyte, Nonclassical Monocyte, Intermediate Monocyte, Ciliated, Proximal Ciliated, Signaling Alveolar Epithelial Type 2",Proximal Basal,"Macrophage, Classical Monocyte"
382,382,382,382,Lung,1,1.0,"ITK,MAL,BCL11B,CD6,IL7R,CAMK4,CD2,TRAT1,LEF1,MALAT1",CD4 T,"CD4-positive, alpha-beta T cell",CL:0000624,t/nk cell,CD4+ Naive T,"CD4+ Naive T, Ionocyte, CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Memory/Effector T",Differentiating Basal,"CD8+ T Cell, Naive T Cell"
383,383,383,383,Lung,1,1.0,"CAPS,FAM92B,SNTN,CDHR3,FANK1,RSPH1,DNAH6,C20orf85,ZMYND10,CCDC170",Ciliated,ciliated cell,CL:0000064,ciliated cell,Ciliated,"Ciliated, Proximal Ciliated, Platelet/Megakaryocyte",Proliferating Basal,Ciliated Cell
384,384,384,384,Lung,1,1.0,"FPR3,HLA-DPB1,CLEC10A,HLA-DQA1,MS4A6A,CSF2RA,HLA-DMB,FCGR2B,RGS1,GPR183",Dendritic,dendritic cell,CL:0000451,dendritic cell,Myeloid Dendritic Type 2,"Myeloid Dendritic Type 1, Myeloid Dendritic Type 2, IGSF21+ Dendritic, EREG+ Dendritic, TREM2+ Dendritic, Intermediate Monocyte",Ciliated,Dendritic Cell
385,385,385,385,Lung,1,1.0,"LUM,FBLN1,DCN,C1S,SLIT2,CFD,ADH1B,C1R,ABLIM1,C3",Fibroblast,fibroblast,CL:0000057,fibroblast,Adventitial Fibroblast,"Adventitial Fibroblast, Alveolar Fibroblast, Basal",Proximal Ciliated,Adventitial Fibroblast
386,386,386,386,Lung,1,1.0,"PROX1,IGFBP7,CCL21,TFPI,TFF3,TBX1,TIMP3,MMRN1,PPFIBP1,PKHD1L1",Lymphatic,,,immune cell,Lymphatic,"Lymphatic, Ciliated, Goblet, Mucous, Ionocyte",Goblet,Lymphatic Endothelial Cell
387,387,387,387,Lung,1,1.0,"ITGAX,SLCO2B1,MARCO,C1QB,VSIG4,APOC1,OLR1,ACP5,C1QA,GPD1",Macrophage,macrophage,CL:0000235,macrophage/monocyte,Macrophage,"Macrophage, IGSF21+ Dendritic, EREG+ Dendritic, TREM2+ Dendritic",Mesothelial,"Natural Killer Cell, CD8+ T Cell"
388,388,388,388,Lung,1,1.0,"PRF1,GNLY,NKG7,KLRF1,CD247,FCGR3A,GZMB,KLRD1,PYHIN1,SPON2",Natural Killer,natural killer cell,CL:0000623,t/nk cell,Natural Killer,"CD8+ Memory/Effector T, CD8+ Naive T, Natural Killer T, Natural Killer, Proliferating NK/T",Alveolar Epithelial Type 1,"B Cell, Plasma Cell"
389,389,389,389,Lung,1,1.0,"POU2AF1,DERL3,MZB1,MANF,XBP1,HSP90B1,SEC11C,PRDX4,TNFRSF17,SSR4",Plasma,plasma cell,CL:0000786,b cell,Plasma,"B, Plasma, Plasmacytoid Dendritic, Ionocyte, Goblet, Mucous, Serous, Alveolar Epithelial Type 2, Vein, Lymphatic, Adventitial Fibroblast, Lipofibroblast, Natural Killer",Basophil/Mast 1,Proliferating Macrophage
390,390,390,390,Lung,1,1.0,"LPCAT1,SFTPA2,SFTPA1,ABCA3,LAMP3,SLC34A2,SFTPD,NAPSA,SFTPC,SFTPB",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,epithelial cell,Alveolar Epithelial Type 2,"Alveolar Epithelial Type 2, Natural Killer, Proliferating NK/T",Alveolar Epithelial Type 2,Alveolar Epithelial Type 2
391,391,391,391,Lung,1,1.0,"VWA5A,GATA2,TPSAB1,CD44,CPA3,HDC,HPGDS,GRAP2,KIT,MS4A2",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",granulocyte,Basophil/Mast,"Basophil/Mast 1, Basophil/Mast 2, Platelet/Megakaryocyte, Capillary",Basophil/Mast,CD4+ T Helper
392,392,392,392,Lung,1,1.0,"IFITM2,SAT1,FCGR3A,COTL1,RPS19,LST1,AIF1,RHOC,LILRB2,FCN1",CD16+ Monocyte,,,macrophage/monocyte,Nonclassical Monocyte,"Nonclassical Monocyte, Alveolar Epithelial Type 2, Plasmacytoid Dendritic",Nonclassical Monocyte,Natural Killer
393,393,393,393,Lung,1,1.0,"RAMP3,EPAS1,CDC42EP1,CD81,BTNL9,CDH5,FCN3,NOSTRIN,PODXL,FLNB",Capillary,,,blood vessel cell,Capillary,"Capillary, Capillary Intermediate 1, Alveolar Epithelial Type 1",Capillary,CD8+ T Cell
394,394,394,394,Lung,1,1.0,"CD8B,GZMH,CD3D,CCL5,CD8A,NKG7,RPS27,CD3G,RPL34,GZMA",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,t/nk cell,CD8+ Naive T,"CD8+ Memory/Effector T, CD8+ Naive T, Natural Killer T",CD8+ T,CD8+ T Cell
395,395,395,395,Lung,1,1.0,"WFDC2,CEACAM6,DSTN,CYB5A,KIAA1324,SFTPB,C16orf89,SCGB3A2,CTSE,PIGR",Club,club cell,CL:0000158,epithelial cell,Goblet,"Goblet, Alveolar Epithelial Type 1, Basal, Club",Mucous,Goblet
396,396,396,396,Lung,1,1.0,"CALD1,COL1A2,COL1A1,LTBP1,ITGBL1,ASPN,COL6A3,POSTN,BGN,COL3A1",Myofibroblast,myofibroblast cell,CL:0000186,myofibroblast cell,Myofibroblast,"Basal, Myofibroblast, Adventitial Fibroblast",Myofibroblast,Basophil/Mast
397,397,397,397,Lung,1,1.0,"SEC61B,IRF7,PTPRE,IL3RA,TYROBP,PLD4,NPC2,GZMB,IRF4,PPP1R14B",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,dendritic cell,Plasmacytoid Dendritic,"Serous, Plasmacytoid Dendritic, Macrophage, Classical Monocyte",Dendritic,Macrophage
398,398,398,398,Lung,1,1.0,"BIRC5,KPNA2,H2AFZ,CDK1,TYMS,UBE2C,ANLN,TPX2,STMN1,NUSAP1",Proliferating Macrophage,,,macrophage/monocyte,Proliferating Basal,"Proliferating Basal, Proliferating NK/T, Proliferating Macrophage",Proliferating,Proliferating Basal
399,399,399,399,Lung,1,1.0,"NUSAP1,TOP2A,CENPF,H2AFV,AURKB,HMGB2,BIRC5,UBE2C,SMC4,KIF2C",Proliferating NK/T,,,t/nk cell,Proliferating Macrophage,"Proliferating Basal, Proliferating NK/T, Proliferating Macrophage",Proliferating,Proliferating Macrophage
400,400,400,400,Lung,1,1.0,"ZNF385D,VWF,SPRY1,EMCN,COL15A1,INHBB,ENPP2,PLVAP,POSTN,SPARCL1",Bronchial Vessel,,,bronchial cell,"Bronchial Vessel 1, Vein","Bronchial Vessel 1, Vein, Proximal Basal, Capillary Aerocyte, Bronchial Vessel 1/2, Myofibroblast/Fibromyocyte",Fibromyocyte,Fibromyocyte
401,401,401,401,Lung,1,1.0,"SCGB3A1,MSMB,WFDC2,SCGB1A1,BPIFB1,MUC5B,RARRES1,LCN2,SLPI,SAA1",Mucous,,,mucosal cell,"Mucous, Goblet","Mucous, Goblet/ Mucous, Differentiating Basal/ Goblet/Mucous/Serous/Mesothelial/Platelet/Megakaryocyte, Mucous",Mucous,"Goblet, Mucous"
402,402,402,402,Lung,1,1.0,"PTPRB,VWF,PLA1A,LIFR,SLCO2A1,SRPX,CPE,TGM2,PRSS23,SELP",Vein,,,blood vessel cell,Vein,"Artery/Vein/Capillary, Vein, Vein, Artery/Vein/Capillary, Vein",Vein,"Endothelial, Vascular Smooth Muscle"
403,403,403,403,Lung,1,1.0,"COL4A2,COL4A1,CHN1,COX4I2,LAMB1,TACC1,CALD1,LAMC3,PDGFRB,NID1",Pericyte,pericyte,CL:0000669,pericyte,"Alveolar Epithelial Type 1, Capillary, Pericyte","Pericyte, Alveolar Epithelial Type 1/Capillary/Pericyte, Pericyte, Vascular Smooth Muscle, Ionocyte",Pericyte,Pericyte
404,404,404,404,Lung,1,1.0,"CSRP1,DSTN,DES,PLN,TPM2,MYH11,ACTA2,MYL9,CNN1,CALD1",Smooth Muscle,smooth muscle cell,CL:0000192,muscle cell,"Airway Smooth Muscle, Vascular Smooth Muscle","Basal/Airway Smooth Muscle/Vascular Smooth Muscle, Ciliated/Proximal Ciliated/Airway Smooth Muscle/Vascular Smooth Muscle, Airway Smooth Muscle, Airway Smooth Muscle, Basal",Airway Smooth Muscle,Airway Smooth Muscle
405,405,405,405,Lung,1,1.0,"PTPRB,EPAS1,HEY1,SEMA3G,ARGLU1,GJA5,DKK2,EFNB2,BMX,FBLN5",Artery,,,blood vessel cell,"Artery, Capillary","Artery/Vein/Capillary, Basal/Proximal Basal/Differentiating Basal/Artery, Proximal Basal/Differentiating Basal/Proliferating Basal, Artery/ Capillary, Signaling Alveolar Epithelial Type 2/ Artery",Artery,Capillary Aerocyte
406,406,406,406,Lung,1,1.0,"APP,CYP3A5,TBX2,HPGD,ESAM,CLDN5,STXBP6,EDNRB,EMCN,SOSTDC1",Capillary Aerocyte,,,epithelial cell,"Capillary Aerocyte, Capillary","Ciliated/Basal/Proximal Basal/Neuroendocrine/ Artery, Capillary Aerocyte, Capillary Aerocyte/Capillary Intermediate 1, Differentiating Basal/Signaling Alveolar Epithelial Type 2/Capillary Aerocyte/Alveolar Fibroblast, Alveolar Epithelial Type 2/Capillary Aerocyte, Capillary Intermediate 1/Capillary Intermediate 2/Airway Smooth Muscle/Vascular Smooth Muscle",Capillary Aerocyte,"Proliferating Basal, Airway Smooth Muscle"
407,407,407,407,Lung,1,1.0,"EPAS1,WWTR1,IPO7,SH3BP5,RALA,PECAM1,SRSF11,VAT1,GALNT18,ACVRL1",Capillary Intermediate,,,blood vessel cell,"Capillary, Capillary Intermediate 1, Capillary Intermediate 2","Basal/Proximal Basal/Capillary Intermediate 1/Proximal Basal/Differentiating Basal/Capillary Intermediate 1/Capillary Intermediate 2, Club/Basal, Signaling Alveolar Epithelial Type 2, Capillary Aerocyte/Adventitial Fibroblast/Lipofibroblast, Ionocyte/Alveolar Epithelial Type 1/Capillary/Capillary Intermediate 2",Capillary,Mesothelial
408,408,408,408,Lung,1,1.0,"CPXM1,OSR1,C3,CCDC71L,HAS1,C7,FGF7,MEDAG,WT1,STEAP1",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,fibroblast,"Adventitial Fibroblast, Lipofibroblast, Mesothelial","Adventitial Fibroblast/Lipofibroblast, Adventitial Fibroblast/Lipofibroblast, Goblet/Mucous/Adventitial Fibroblast/Lipofibroblast/Mesothelial",Mesothelial,"Mucous, Fibromyocyte"
409,409,409,409,Lung,1,1.0,"GALNT9,MGARP,DSC3,C3,ALDH1A3,WT1,ITLN1,DMKN,PRG4,SLPI",Mesothelial,mesothelial cell,CL:0000077,epithelial cell,Mesothelial,"Mesothelial, Mesothelial, Proximal Basal/Proliferating Basal/Mesothelial, Goblet/Mucous/Adventitial Fibroblast/Lipofibroblast/Mesothelial, Basal/Mucous/Adventitial Fibroblast/Lipofibroblast/Mesothelial",Mesothelial,"Mesothelial, Adventitial Fibroblast"
410,410,410,410,Lung,1,1.0,"ACRBP,CMTM5,TUBB1,GRAP2,GP6,CABP5,PF4,GP9,TMEM40,ITGA2B",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556","platelet,megakaryocyte",Platelet/Megakaryocyte,Platelet/Megakaryocyte,Platelet/Megakaryocyte,Platelet/Megakaryocyte
411,411,411,411,Lung,1,1.0,"LGALS1,CD2,CCL5,CD7,CXCR4,S100A6,GNLY,CEBPB,ZFP36L2,CTSW",Natural Killer T,,,t/nk cell,"CD8+ Naive T, Natural Killer T, Natural Killer, Proliferating NK/T","CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Memory/Effector T, Natural Killer T, Natural Killer, Proliferating NK/T",Natural Killer T,CD8+ T Cells
412,412,412,412,Lung,1,1.0,"RAMP1,SCX,FAM150A,CNN1,CST5,IGF1,MET,CSRP1,HSPB3,CLU",Fibromyocyte,,,muscle cell,Fibromyocyte,Fibromyocyte,Fibromyocyte,Fibromyocyte
413,413,413,413,Lung,1,1.0,"COX5A,CXCL17,TXN,AGR2,WFDC2,GABRP,S100P,FAM3D,PSCA,CLIC1",Goblet,goblet cell,CL:0000160,epithelial cell,"Basal, Differentiating Basal, Proximal Ciliated, Goblet, Ionocyte, Proliferating Basal, Myeloid Dendritic Type 1, Myeloid Dendritic Type 2, Plasma, Proliferating Macrophage, Proliferating NK/T","Proximal Ciliated, Proximal Basal, Differentiating Basal, Proliferating Basal, Goblet, Ionocyte, Lymphatic, Adventitial Fibroblast, Mesothelial, Macrophage, Proliferating Macrophage, Plasmacytoid Dendritic, Myeloid Dendritic Type 1, Myeloid Dendritic Type 2, TREM2+ Dendritic",Proximal Ciliated,Proximal Ciliated
414,414,414,414,Lung,1,1.0,"TFF3,BSND,STAC2,ATP6V1B1,MFSD6L,ASCL3,HEPACAM2,TMPRSS11E,FOXI1,PHGR1",Ionocyte,ionocyte,CL:0005006,epithelial cell,"Goblet, Ionocyte, Mucous","Proximal Ciliated, Goblet, Mucous, Ionocyte, Neuroendocrine, Lymphatic",Ionocyte,Goblet
415,415,415,415,Lung,1,1.0,"SEC11C,PCSK1N,NENF,FAM46A,BEX1,SCGN,CHGA,CPE,PRDX2,EGR1",Neuroendocrine,neuroendocrine cell,CL:0000165,epithelial cell,Neuroendocrine,"Ionocyte, Neuroendocrine, Mesothelial, Plasma, Basophil/Mast 1, Platelet/Megakaryocyte, Macrophage, Proliferating Macrophage, IGSF21+ Dendritic",Neuroendocrine,Neuroendocrine
416,416,416,416,Lung,1,1.0,"PRR4,TESC,PRH2,LYZ,TCN1,PRB4,PRB3,ZG16B,LPO,PHB",Serous,serous secreting cell,CL:0000313,secretory cell,"Serous, Mesothelial, Classical Monocyte","Serous, Neuroendocrine, Bronchial Vessel 1, Pericyte, Proliferating NK/T, Basophil/Mast 1, Nonclassical Monocyte",Serous,Serous
417,417,417,417,Lung,1,1.0,"CTSL,FCER1G,AIF1,C1QB,LYZ,C1QC,HLA-DRB1,LAPTM5,CTSZ,C1QA",Macrophages,macrophage,CL:0000235,macrophage/monocyte,"Macrophage, Classical Monocyte, Proliferating Macrophage, Myeloid Dendritic Type 2, IGSF21+ Dendritic","Ciliated, Proximal Ciliated, Ionocyte, Alveolar Epithelial Type 1, Capillary, Lymphatic, Adventitial Fibroblast, Lipofibroblast, Macrophage, Proliferating Macrophage, IGSF21+ Dendritic, EREG+ Dendritic, TREM2+ Dendritic, OLR1+ Classical Monocyte",Macrophage,Macrophage
418,418,418,418,Lung,1,1.0,"NKG7,GNLY,GZMA,CCL4,PRF1,GZMB,CD7,CTSW,CCL5,CST7",Innate lymphoid cell NK,natural killer cell,CL:0000623,t/nk cell,"CD8+ Naive T, Natural Killer, Natural Killer T, Proliferating NK/T","CD8+ Memory/Effector T, CD8+ Naive T, Natural Killer T, Natural Killer, Proliferating NK/T",Natural Killer,CD8+ T Cells
419,419,419,419,Lung,1,1.0,"CYB5A,MUC1,SFTA3,NAPSA,PEBP4,S100A14,SFTA2,SLC39A8,SLC34A2,SFTPD",AT2,type II pneumocyte,CL:0002063,epithelial cell,"Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Capillary Aerocyte, Capillary Intermediate 2, Alveolar Fibroblast, Mesothelial, Macrophage, Proliferating Macrophage, Platelet/Megakaryocyte","Club, Signaling Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Capillary Aerocyte, Capillary Intermediate 2, Alveolar Fibroblast, Mesothelial, Platelet/Megakaryocyte, Macrophage, Proliferating Macrophage, TREM2+ Dendritic",Alveolar Epithelial Type 2,Alveolar Epithelial Type 2
420,420,420,420,Lung,1,1.0,"IGFBP7,SPARCL1,MGP,PECAM1,CLEC14A,VWF,RAMP3,GNG11,ACKR1,RAMP2",EC venous,vein endothelial cell,CL:0002543,endothelial cell,Capillary,"Vein, Artery, Capillary Intermediate 1, Bronchial Vessel 1, Bronchial Vessel 2, Lymphatic, Airway Smooth Muscle",Capillary,"Vascular Smooth Muscle, Airway Smooth Muscle"
421,421,421,421,Lung,1,1.0,"CD69,CD3D,TRBC2,CD3E,CORO1A,TRAC,CD2,CCL5,IL32,CXCR4",T cell lineage,T cell,CL:0000084,t/nk cell,T-cell (with emphasis on CD4 and CD8 Memory/Effector and Naive T cells),"CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Memory/Effector T, Natural Killer T",T Cells,"CD4+ Memory/Effector T, CD8+ Memory/Effector T, Natural Killer T"
422,422,422,422,Lung,1,1.0,"TM4SF1,GIMAP7,SOX17,A2M,CLDN5,CRIP2,CLEC14A,PECAM1,SPARCL1,IFI27",EC arterial,endothelial cell of artery,CL:1000413,endothelial cell,Artery,"Club, Alveolar Epithelial Type 1, Artery, Bronchial Vessel 1, Vascular Smooth Muscle",Vascular Smooth Muscle,"Adventitial Fibroblast, Alveolar Fibroblast, Bronchial Vessel 1, Artery"
423,423,423,423,Lung,1,1.0,"MGP,DCN,BGN,SPARC,LUM,COL6A1,IGFBP7,C1S,CALD1,COL1A2",Fibroblasts,fibroblast,CL:0000057,fibroblast,Myofibroblast,"Myofibroblast, Basal, Vascular Smooth Muscle, Alveolar Fibroblast, Adventitial Fibroblast",Fibroblast,"Capillary Aerocyte, Plasma, Lymphatic, Alveolar Epithelial Type 2, Nonclassical Monocyte"
424,424,424,424,Lung,1,1.0,"SFTA2,ADIRF,CEACAM6,AGER,EMP2,CAV1,TSPAN13,KRT7,HOPX,FXYD3",AT1,type I pneumocyte,CL:0002062,epithelial cell,Alveolar Epithelial Type 1,"Alveolar Epithelial Type 1, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Capillary Aerocyte, Platelet/Megakaryocyte",Alveolar Epithelial Type 1,"Alveolar Epithelial Type 1, Alveolar Epithelial Type 2, Serous, Goblet"
425,425,425,425,Lung,1,1.0,"TMEM231,FAM229B,C12orf75,C11orf97,RP11-295M3.4,RP11-356K23.1,SNTN,CD24,GSTA1,C5orf49",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,epithelial cell,Ciliated,"Ciliated, Proximal Ciliated",Ciliated,"Ciliated, Ionocyte, Proximal Ciliated"
426,426,426,426,Lung,1,1.0,"MS4A1,CORO1A,IGLC2,IGKC,LTB,ISG20,CD37,TSC22D3,IGHA1,CD79A",B cell lineage,B cell,CL:0000236,b cell,B-cell,"B, CD8+ Memory/Effector T, CD4+ Memory/Effector T",B,"B, CD4+ Naive T, CD4+ Memory/Effector T, CD8+ Naive T"
